DOI,poci,openalex,coci,venue,publication_year,is_oa
10.11575/prism/38593,False,True,False,,2021,False
10.1109/itaic49862.2020.9339177,False,True,False,IEEE Joint International Information Technology and Artificial Intelligence Conference,2020,False
10.1109/icoin50884.2021.9334021,False,True,True,International Conference on Information Networking,2021,False
10.1155/2021/6681202,False,True,True,Mathematical Problems in Engineering,2021,True
10.1109/icsp48669.2020.9320972,False,True,True,International Conference on Signal Processing,2020,False
10.1109/indicon49873.2020.9342342,False,True,True,IEEE India Conference,2020,False
10.1109/bibm49941.2020.9313560,False,True,False,Bioinformatics and Biomedicine,2020,True
10.48550/arxiv.2102.03111,False,True,False,arXiv (Cornell University),2021,True
10.1109/icait51223.2020.9315542,False,True,False,IEEE International Conference on Advanced Infocomm Technology,2020,False
10.1016/j.ibmed.2021.100026,False,True,True,Intelligence-based medicine,2021,True
10.1088/1742-6596/1767/1/012040,False,True,True,Journal of physics,2021,True
10.48550/arxiv.2102.07225,False,True,False,arXiv (Cornell University),2021,True
10.3390/sym13020320,False,True,True,Symmetry,2021,True
10.3233/jifs-189804,False,True,True,Journal of Intelligent and Fuzzy Systems,2021,False
10.1109/trpms.2020.3030045,False,True,True,IEEE transactions on radiation and plasma medical sciences,2021,False
10.1007/978-981-16-1160-5_8,False,True,True,Communications in computer and information science,2020,False
10.1007/978-981-15-8221-9_69,False,True,True,Lecture notes in electrical engineering,2021,False
10.48550/arxiv.2103.00429,False,True,False,arXiv (Cornell University),2021,True
10.48550/arxiv.2103.13588,False,True,False,arXiv (Cornell University),2021,True
10.1007/978-3-030-71278-5_32,False,True,True,Lecture Notes in Computer Science,2020,False
10.1007/s11042-021-10565-0,False,True,True,Multimedia Tools and Applications,2021,False
10.1007/978-3-030-72087-2_2,False,True,True,Lecture Notes in Computer Science,2020,False
10.1007/978-3-030-72087-2_39,False,True,True,Lecture Notes in Computer Science,2020,False
10.48550/arxiv.2104.00980,False,True,False,arXiv (Cornell University),2021,True
10.1007/978-3-030-72087-2_24,False,True,True,Lecture Notes in Computer Science,2020,False
10.1007/978-3-030-72087-2_12,False,True,True,Lecture Notes in Computer Science,2020,False
10.1007/978-3-030-72087-2_10,False,True,True,Lecture Notes in Computer Science,2020,False
10.1007/978-3-030-72084-1_42,False,True,True,Springer eBooks,2020,True
10.1007/978-3-030-72084-1_23,False,True,True,Lecture Notes in Computer Science,2020,True
10.48550/arxiv.2104.01149,False,True,False,arXiv (Cornell University),2021,True
10.1007/978-3-030-72087-2_28,False,True,True,Lecture Notes in Computer Science,2020,False
10.1007/978-3-030-72084-1_24,False,True,True,Springer International Publishing eBooks,2020,False
10.1007/978-3-030-72084-1_41,False,True,True,Springer International Publishing eBooks,2020,False
10.1007/978-981-16-1086-8_29,False,True,True,Communications in computer and information science,2020,False
10.1007/978-981-15-2160-7_12,False,True,True,Current topics in environmental health and preventive medicine,2021,False
10.1016/b978-0-12-822260-7.00010-8,False,True,True,,2021,False
10.17762/turcomat.v12i5.2028,False,True,False,Turkish Journal of Computer and Mathematics Education,2021,True
10.1007/s42979-021-00624-6,False,True,True,SN computer science,2021,False
10.1007/978-981-33-4299-6_3,False,True,True,Advances in intelligent systems and computing,2021,False
10.1017/9781139061773.021,False,True,True,Cambridge University Press eBooks,2020,False
10.1109/icpr48806.2021.9413120,False,True,True,arXiv (Cornell University),2021,True
10.1109/icicse52190.2021.9404138,False,True,True,2021 IEEE International Conference on Information Communication and Software Engineering (ICICSE),2021,False
10.1007/978-981-16-0171-2_51,False,True,True,Advances in intelligent systems and computing,2021,False
10.1155/2021/9913466,False,True,True,Scientific Programming,2021,True
10.1109/icpr48806.2021.9413302,False,True,False,International Conference on Pattern Recognition,2021,False
10.1109/icassp39728.2021.9414132,False,True,True,"International Conference on Acoustics, Speech, and Signal Processing",2021,False
10.1101/2021.05.11.21256429,False,True,True,medRxiv (Cold Spring Harbor Laboratory),2021,True
10.1109/ssd52085.2021.9429427,False,True,True,HAL (Le Centre pour la Communication Scientifique Directe),2021,False
10.1109/isbi48211.2021.9433945,False,True,True,International Symposium on Biomedical Imaging,2021,True
10.1007/978-981-16-0081-4_42,False,True,True,Lecture notes on data engineering and communications technologies,2021,False
10.1017/9781139061773.024,False,True,True,Cambridge University Press eBooks,2020,False
10.1109/isbi48211.2021.9434098,False,True,True,International Symposium on Biomedical Imaging,2021,False
10.1007/s40846-021-00615-1,False,True,True,Journal of Medical and Biological Engineering,2021,False
10.1002/ima.22615,False,True,True,International Journal of Imaging Systems and Technology,2021,False
10.1109/iccv48922.2021.01123,False,True,False,arXiv (Cornell University),2021,True
10.1007/978-981-33-6915-3_8,False,True,True,Lecture notes in bioengineering,2021,False
10.1017/9781139061773.010,False,True,True,Cambridge University Press eBooks,2020,False
10.1002/mp.15035,False,True,True,Medical Physics,2021,False
10.1007/978-3-030-77004-4_24,False,True,True,Lecture Notes in Computer Science,2021,False
10.1088/1742-6596/1944/1/012011,False,True,True,Journal of physics,2021,True
10.1109/icspc51351.2021.9451778,False,True,False,International Conference on Signal Processing,2021,False
10.1007/978-3-030-71975-3_8,False,True,True,Intelligent systems reference library,2021,False
10.48550/arxiv.2106.14591,False,True,False,arXiv (Cornell University),2021,True
10.1017/9781139061773.011,False,True,True,Cambridge University Press eBooks,2020,False
10.1016/b978-0-12-821777-1.00007-0,False,True,True,Elsevier eBooks,2021,False
10.1080/09500340.2021.1939897,False,True,True,Journal of Modern Optics,2021,False
10.48550/arxiv.2107.05938,False,True,False,arXiv (Cornell University),2021,True
10.1017/9781139061773.006,False,True,True,Cambridge University Press eBooks,2020,False
10.48550/arxiv.2107.04099,False,True,False,arXiv (Cornell University),2021,True
10.48550/arxiv.2107.09842,False,True,False,arXiv (Cornell University),2021,True
10.1007/978-3-030-66218-9_16,False,True,True,"Advances in science, technology & innovation",2021,False
10.1016/b978-0-12-819740-0.00006-1,False,True,True,Elsevier eBooks,2021,False
10.32628/cseit217412,False,True,True,International Journal of Scientific Research in Science and Technology,2021,True
10.1007/978-3-030-75506-5_63,False,True,True,IFMBE proceedings,2022,False
10.1109/icip42928.2021.9506406,False,True,True,International Conference on Image Processing,2021,True
10.1007/978-981-16-2123-9_21,False,True,False,Advances in intelligent systems and computing,2022,False
10.1017/9781139061773.014,False,True,True,Cambridge University Press eBooks,2020,False
10.1007/s42600-021-00168-x,False,True,True,Research on Biomedical Engineering,2021,False
10.48550/arxiv.2109.00622,False,True,False,arXiv (Cornell University),2021,True
10.48550/arxiv.2109.03230,False,True,False,arXiv (Cornell University),2021,True
10.5812/iranjradiol.109181,False,True,True,Iranian Journal of Radiology,2021,True
10.1017/9781139061773.005,False,True,True,Cambridge University Press eBooks,2020,False
10.1016/b978-0-12-822844-9.00032-3,False,True,True,Elsevier eBooks,2021,False
10.1007/s11042-021-11443-5,False,True,True,Multimedia Tools and Applications,2021,False
10.1109/acmi53878.2021.9528282,False,True,True,"2021 International Conference on Automation, Control and Mechatronics for Industry 4.0 (ACMI)",2021,False
10.4018/ijitpm.2021100102,False,True,False,International Journal of Information Technology Project Management,2021,False
10.1109/ijcnn52387.2021.9534435,False,True,False,International Joint Conference on Neural Network,2021,False
10.1007/978-3-031-09002-8_25,False,True,True,Lecture Notes in Computer Science,2021,True
10.1007/978-3-030-87589-3_34,False,True,True,Lecture Notes in Computer Science,2021,True
10.1007/978-3-030-87722-4_12,False,True,True,Lecture Notes in Computer Science,2021,True
10.23919/ccc52363.2021.9550256,False,True,True,Chinese Control Conference,2021,False
10.1007/978-3-030-87657-9_22,False,True,True,Communications in computer and information science,2021,False
10.1109/spac53836.2021.9539931,False,True,False,"2021 International Conference on Security, Pattern Analysis, and Cybernetics（SPAC)",2021,False
10.48550/arxiv.2110.00715,False,True,False,arXiv (Cornell University),2021,True
10.1007/978-981-16-3880-0_6,False,True,True,Lecture notes in electrical engineering,2021,True
10.1007/978-981-16-4284-5_56,False,True,True,Lecture notes in networks and systems,2022,False
10.1007/978-3-030-87735-4_7,False,True,True,Lecture Notes in Computer Science,2021,False
10.1088/2399-6528/ac24d8,False,True,True,Journal of physics communications,2021,True
10.1038/s41598-022-19223-3,False,True,True,Scientific Reports,2021,True
10.48550/arxiv.2110.05323,False,True,False,arXiv (Cornell University),2021,True
10.1007/978-981-16-2712-5_59,False,True,True,Advances in intelligent systems and computing,2021,False
10.1007/978-3-030-89128-2_24,False,True,True,Lecture Notes in Computer Science,2021,False
10.1109/tip.2021.3125491,False,True,True,IEEE transactions on image processing,2021,True
10.1007/s11042-021-11591-8,False,True,True,Multimedia Tools and Applications,2021,False
10.48550/arxiv.2110.12179,False,True,False,arXiv (Cornell University),2021,True
10.3233/jifs-211879,False,True,True,Journal of Intelligent and Fuzzy Systems,2021,False
10.1007/978-981-16-5301-8_24,False,True,True,Advances in intelligent systems and computing,2022,False
10.1109/rteict52294.2021.9573862,False,True,True,"2021 International Conference on Recent Trends on Electronics, Information, Communication & Technology (RTEICT)",2021,False
10.1007/978-981-16-3342-3_17,False,True,True,Advances in intelligent systems and computing,2022,False
10.1007/978-981-16-7189-0_17,False,True,True,Communications in computer and information science,2021,False
10.1109/access.2021.3122535,False,True,True,IEEE Access,2021,True
10.1007/978-3-031-09002-8_15,False,True,True,Lecture Notes in Computer Science,2021,True
10.1007/978-3-030-88010-1_34,False,True,True,Lecture Notes in Computer Science,2021,False
10.48550/arxiv.2111.06400,False,True,False,arXiv (Cornell University),2021,True
10.1016/j.media.2022.102672,False,True,True,Medical Image Analysis,2021,True
10.1016/j.bspc.2021.103359,False,True,True,Biomedical Signal Processing and Control,2022,False
10.48550/arxiv.2111.07716,False,True,False,arXiv (Cornell University),2021,True
10.1007/978-3-030-91415-8_31,False,True,True,Lecture Notes in Computer Science,2021,False
10.48550/arxiv.2112.01034,False,True,False,arXiv (Cornell University),2021,True
10.1109/comcas52219.2021.9629083,False,True,True,arXiv (Cornell University),2021,True
10.1002/ima.22682,False,True,True,International Journal of Imaging Systems and Technology,2021,False
10.1007/978-3-030-85292-4_21,False,True,True,Acta neurochirurgica,2021,False
10.1109/sibgrapi54419.2021.00025,False,True,False,HAL (Le Centre pour la Communication Scientifique Directe),2021,False
10.3233/xst-211063,False,True,True,Journal of X-ray Science and Technology,2021,False
10.1007/s11548-021-02515-w,False,True,True,International Journal of Computer Assisted Radiology and Surgery,2021,False
10.1016/j.cviu.2021.103332,False,True,True,Computer Vision and Image Understanding,2021,False
10.1002/ima.22671,False,True,True,International Journal of Imaging Systems and Technology,2021,False
10.1016/b978-0-12-820125-1.00035-x,False,True,True,Elsevier eBooks,2022,False
10.1007/s11063-021-10714-4,False,True,True,Neural Processing Letters,2022,False
10.1007/s11760-021-02107-w,False,True,True,"Signal, Image and Video Processing",2022,False
10.4018/ijaci.293163,False,True,True,International Journal of Ambient Computing and Intelligence,2022,False
10.1002/9781119769293.ch6,False,True,True,Advanced Healthcare Systems,2022,False
10.1007/978-981-16-6887-6_14,False,True,True,Advances in intelligent systems and computing,2022,False
10.1007/978-3-030-95467-3_5,False,True,True,Lecture Notes in Computer Science,2022,False
10.1109/i-pact52855.2021.9697051,False,True,False,2021 Innovations in Power and Advanced Computing Technologies (i-PACT),2021,False
10.1017/9781139061773.023,False,True,True,Cambridge University Press eBooks,2020,False
10.1017/9781139061773.025,False,True,True,Cambridge University Press eBooks,2020,False
10.1017/9781139061773.026,False,True,True,Cambridge University Press eBooks,2020,False
10.1017/9781139061773.016,False,True,True,Cambridge University Press eBooks,2020,True
10.1017/9781139061773.001,False,True,True,Transfer Learning,2020,False
10.1109/iciip53038.2021.9702609,False,True,False,2021 Sixth International Conference on Image Information Processing (ICIIP),2021,False
10.1017/9781139061773.013,False,True,True,Cambridge University Press eBooks,2020,False
10.1017/9781139061773.004,False,True,True,Cambridge University Press eBooks,2020,False
10.1017/9781139061773.007,False,True,True,Cambridge University Press eBooks,2020,False
10.1017/9781139061773.009,False,True,True,Cambridge University Press eBooks,2020,False
10.1016/b978-0-12-823401-3.00002-x,False,True,True,Elsevier eBooks,2022,False
10.1016/j.eswa.2022.116608,False,True,True,Expert Systems With Applications,2022,False
10.1016/b978-0-12-823401-3.00003-1,False,True,True,Elsevier eBooks,2022,False
10.1002/jmri.28119,False,True,True,Journal of Magnetic Resonance Imaging,2022,False
10.1007/s11042-022-12352-x,False,True,True,Multimedia Tools and Applications,2022,False
10.1109/iscon52037.2021.9702464,False,True,True,2021 5th International Conference on Information Systems and Computer Networks (ISCON),2021,False
10.1016/j.artmed.2022.102251,False,True,True,Artificial Intelligence in Medicine,2022,True
10.1016/b978-0-12-823401-3.00005-5,False,True,True,Elsevier eBooks,2022,False
10.1088/1742-6596/2203/1/012057,False,True,True,Journal of physics,2022,True
10.3233/jifs-220167,False,True,True,Journal of Intelligent and Fuzzy Systems,2022,False
10.1002/9781119743187.ch9,False,True,True,Applied Smart Health Care Informatics,2022,False
10.1016/j.media.2022.102398,False,True,True,Medical Image Analysis,2022,True
10.1089/cmb.2021.0280,False,True,True,Journal of Computational Biology,2022,False
10.1007/s11042-022-12482-2,False,True,True,Multimedia Tools and Applications,2022,False
10.1007/s11042-022-12586-9,False,True,True,Multimedia Tools and Applications,2022,False
10.1145/3495210,False,True,True,ACM Journal on Emerging Technologies in Computing Systems,2022,True
10.1007/978-3-030-97255-4_8,False,True,False,Communications in computer and information science,2022,False
10.1007/s42979-022-01088-y,False,True,False,SN computer science,2022,True
10.3233/jifs-212709,False,True,True,Journal of Intelligent and Fuzzy Systems,2022,False
10.1007/s10489-022-03184-1,False,True,True,Applied Intelligence,2022,False
10.1109/tmi.2022.3164095,False,True,True,IEEE Transactions on Medical Imaging,2022,True
10.1109/embc48229.2022.9871529,False,True,True,arXiv (Cornell University),2022,True
10.1080/03772063.2022.2027284,False,True,True,Iete Journal of Research,2022,False
10.1016/j.patrec.2022.04.019,False,True,True,Pattern Recognition Letters,2022,False
10.1016/j.compeleceng.2022.108010,False,True,True,Computers & Electrical Engineering,2022,False
10.1109/icassp43922.2022.9747159,False,True,True,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2022,False
10.1002/9781119769293.ch14,False,True,True,Advanced Healthcare Systems,2022,False
10.1109/icassp43922.2022.9747623,False,True,True,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2022,False
10.1109/icassp43922.2022.9746324,False,True,True,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2022,False
10.1109/icassp43922.2022.9746092,False,True,True,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2022,False
10.1016/b978-0-323-91171-9.00007-7,False,True,True,Elsevier eBooks,2022,False
10.1007/978-3-658-36932-3_6,False,True,True,Springer eBooks,2022,False
10.1007/978-3-030-99170-8_25,False,True,True,Communications in computer and information science,2022,False
10.1007/978-981-16-9756-2_41,False,True,True,Lecture notes in networks and systems,2022,False
10.1007/s11042-022-12842-y,False,True,True,Multimedia Tools and Applications,2022,False
10.1007/978-981-16-8558-3_17,False,True,True,"Smart innovation, systems and technologies",2022,False
10.1007/978-3-030-92087-6_4,False,True,True,Springer International Publishing eBooks,2022,False
10.1007/978-981-19-2266-4_8,False,True,True,Communications in computer and information science,2022,False
10.1088/1742-6596/2236/1/012002,False,True,False,Journal of physics,2022,True
10.1016/j.bspc.2022.103786,False,True,True,Biomedical Signal Processing and Control,2022,False
10.1007/s00521-022-07204-6,False,True,True,Neural Computing and Applications,2022,False
10.1016/j.neuroimage.2022.119298,False,True,True,NeuroImage,2022,True
10.1148/radiol.212386,False,True,True,Radiology,2022,False
10.1016/b978-0-08-102816-2.00009-5,False,True,True,Elsevier eBooks,2019,False
10.1017/9781139061773.027,False,True,True,Cambridge University Press eBooks,2020,False
10.1016/j.cmpb.2022.106894,False,True,True,Computer Methods and Programs in Biomedicine,2022,False
10.1109/icoei53556.2022.9777207,False,True,True,2022 6th International Conference on Trends in Electronics and Informatics (ICOEI),2022,False
10.1145/3523286.3524605,False,True,True,2022 2nd International Conference on Bioinformatics and Intelligent Computing,2022,False
10.1145/3523286.3524575,False,True,True,2022 2nd International Conference on Bioinformatics and Intelligent Computing,2022,False
10.1007/978-3-031-16443-9_7,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/s10489-022-03730-x,False,True,True,Applied Intelligence,2022,False
10.1109/embc48229.2022.9871639,False,True,True,arXiv (Cornell University),2022,True
10.1007/s11104-022-05565-4,False,True,True,Plant and Soil,2022,False
10.1016/j.media.2022.102526,False,True,True,Medical Image Analysis,2022,True
10.1016/j.bspc.2022.103939,False,True,True,Biomedical Signal Processing and Control,2022,False
10.1109/atsip55956.2022.9805950,False,True,True,2022 6th International Conference on Advanced Technologies for Signal and Image Processing (ATSIP),2022,False
10.1088/1361-6560/ac7d33,False,True,True,Physics in Medicine and Biology,2022,False
10.1109/vlsidcs53788.2022.9811498,False,True,True,2022 IEEE VLSI Device Circuit and System (VLSI DCS),2022,False
10.1007/978-3-031-16446-0_47,False,True,True,Lecture Notes in Computer Science,2022,True
10.1002/ima.22783,False,True,True,International Journal of Imaging Systems and Technology,2022,False
10.1007/978-3-031-16452-1_65,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/s11548-022-02700-5,False,True,True,International Journal of Computer Assisted Radiology and Surgery,2022,False
10.1007/978-981-19-1906-0_39,False,True,True,Lecture notes in electrical engineering,2022,False
10.1007/978-3-031-11203-4_2,False,True,False,Lecture Notes in Computer Science,2022,True
10.1515/comp-2022-0242,False,True,True,Open Computer Science,2022,True
10.1007/978-981-16-9650-3_35,False,True,True,Algorithms for intelligent systems,2022,False
10.1007/978-981-16-8739-6_37,False,True,True,"Smart innovation, systems and technologies",2022,False
10.1109/icaice54393.2021.00008,False,True,True,2021 2nd International Conference on Artificial Intelligence and Computer Engineering (ICAICE),2021,False
10.1007/978-3-031-09002-8_14,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_19,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_32,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_24,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_30,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_13,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_17,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/978-3-031-09002-8_26,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_23,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_9,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_33,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_3,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_6,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_11,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_8,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_29,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_38,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-09002-8_7,False,True,True,Lecture Notes in Computer Science,2022,False
10.1080/03772063.2022.2098184,False,True,True,Iete Journal of Research,2022,False
10.1007/s00521-022-07583-w,False,True,True,Neural Computing and Applications,2022,False
10.1109/icee55646.2022.9827132,False,True,True,2022 30th International Conference on Electrical Engineering (ICEE),2022,False
10.1109/icee55646.2022.9827274,False,True,True,2022 30th International Conference on Electrical Engineering (ICEE),2022,False
10.1007/978-3-031-08999-2_15,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_16,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_34,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_29,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_25,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_20,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_3,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_27,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_39,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_18,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_2,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_12,False,True,False,Springer eBooks,2022,True
10.1007/978-3-031-08999-2_17,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_35,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_38,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_33,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_40,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_32,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_23,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_4,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-08999-2_21,False,True,False,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-11346-8_17,False,True,True,Communications in computer and information science,2022,False
10.1007/978-981-19-0151-5_17,False,True,True,Lecture notes in computational vision and biomechanics,2022,False
10.1007/978-3-031-12053-4_25,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-12053-4_21,False,True,True,Lecture Notes in Computer Science,2022,True
10.1002/ima.22792,False,True,True,International Journal of Imaging Systems and Technology,2022,False
10.1007/s00500-022-07387-z,False,True,True,Soft Computing,2022,False
10.1101/2022.07.28.22277288,False,True,True,medRxiv (Cold Spring Harbor Laboratory),2022,True
10.1080/03772063.2022.2098182,False,True,True,Iete Journal of Research,2022,False
10.1007/s11036-022-02021-6,False,True,True,Mobile Networks and Applications,2022,False
10.1080/00051144.2022.2103771,False,True,True,Automatika,2022,True
10.2478/ausi-2022-0004,False,True,True,Acta Universitatis Sapientiae: Informatica,2022,True
10.1002/mp.15933,False,True,True,Medical Physics,2022,False
10.1007/978-3-031-13870-6_63,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-13829-4_5,False,True,True,Springer eBooks,2022,False
10.23919/annsim55834.2022.9859317,False,True,True,2022 Annual Modeling and Simulation Conference (ANNSIM),2022,False
10.1109/icdh55609.2022.00012,False,True,True,2022 IEEE International Conference on Digital Health (ICDH),2022,False
10.2196/preprints.37997,False,True,True,,2022,False
10.1002/ima.22795,False,True,True,International Journal of Imaging Systems and Technology,2022,True
10.1007/978-3-031-16760-7_10,False,True,True,Lecture Notes in Computer Science,2022,True
10.1016/j.bspc.2022.104017,False,True,True,Biomedical Signal Processing and Control,2023,False
10.1016/j.bspc.2022.104034,False,True,True,Biomedical Signal Processing and Control,2023,False
10.1007/s00132-022-04293-y,False,True,True,Die Orthopädie,2022,False
10.1109/cbms55023.2022.00045,False,True,True,2022 IEEE 35th International Symposium on Computer-Based Medical Systems (CBMS),2022,True
10.1109/cbms55023.2022.00030,False,True,True,2022 IEEE 35th International Symposium on Computer-Based Medical Systems (CBMS),2022,False
10.1007/s11548-022-02738-5,False,True,True,International Journal of Computer Assisted Radiology and Surgery,2022,False
10.1109/tensymp54529.2022.9864546,False,True,True,2022 IEEE Region 10 Symposium (TENSYMP),2022,False
10.32350/bsr.42.05,False,True,True,BioScientific review,2022,False
10.1259/bjr.20211232,False,True,True,British Journal of Radiology,2022,True
10.1109/access.2022.3204276,False,True,True,IEEE Access,2022,True
10.1016/j.compbiomed.2022.106093,False,True,True,Computers in Biology and Medicine,2022,True
10.1109/embc48229.2022.9871685,False,True,True,2022 44th Annual International Conference of the IEEE Engineering in Medicine &amp; Biology Society (EMBC),2022,True
10.1109/nss/mic44867.2021.9875455,False,True,True,2021 IEEE Nuclear Science Symposium and Medical Imaging Conference (NSS/MIC),2021,False
10.3390/biomedinformatics2030031,False,True,True,BioMedInformatics,2022,True
10.1007/s11042-022-13730-1,False,True,True,Multimedia Tools and Applications,2022,False
10.1109/vlsid2022.2022.00042,False,True,True,2022 35th International Conference on VLSI Design and 2022 21st International Conference on Embedded Systems (VLSID),2022,False
10.1007/978-3-031-16203-9_28,False,True,True,Lecture notes on data engineering and communications technologies,2022,False
10.1016/j.neuri.2022.100105,False,True,True,Neuroscience Informatics,2022,True
10.1002/ima.22804,False,True,True,International Journal of Imaging Systems and Technology,2022,False
10.1007/978-3-031-16437-8_27,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16443-9_24,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16443-9_18,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16443-9_9,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/s11277-022-09989-0,False,True,True,Wireless Personal Communications,2022,True
10.1007/978-3-031-16446-0_45,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16446-0_64,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16443-9_60,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16443-9_56,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/978-3-031-16443-9_14,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/978-3-031-16749-2_5,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16446-0_67,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/978-3-031-16749-2_3,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16919-9_3,False,True,True,Lecture Notes in Computer Science,2022,False
10.3389/fnimg.2022.977491,False,True,True,Frontiers in Neuroimaging,2022,True
10.1007/978-3-031-16980-9_8,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/978-3-031-17027-0_10,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-17266-3_11,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16760-7_4,False,True,True,Lecture Notes in Computer Science,2022,False
10.3390/info13100445,False,True,True,Information,2022,True
10.1109/elmar55880.2022.9899815,False,True,True,2022 International Symposium ELMAR,2022,False
10.1109/tmi.2022.3210494,False,True,False,IEEE Transactions on Medical Imaging,2022,False
10.1007/978-981-19-2281-7_47,False,True,True,Lecture notes in electrical engineering,2022,False
10.1007/978-3-031-16446-0_38,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-981-19-4676-9_54,False,True,True,Advances in intelligent systems and computing,2022,False
10.1002/9781119859048.ch9,False,True,True,Image Segmentation,2022,False
10.1016/j.cmpb.2022.107165,False,True,True,Computer Methods and Programs in Biomedicine,2022,False
10.3390/electronics11162616,False,True,True,Electronics,2022,True
10.1049/ipr2.12642,False,True,True,Iet Image Processing,2022,True
10.1016/b978-0-32-399851-2.00028-4,False,True,True,Elsevier eBooks,2023,False
10.1016/j.media.2022.102641,False,True,True,Medical Image Analysis,2022,True
10.3390/electronics11162612,False,True,True,Electronics,2022,True
10.1007/978-3-031-15037-1_18,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/s11517-022-02673-2,False,True,True,Medical & Biological Engineering & Computing,2022,False
10.1109/prai55851.2022.9904066,False,True,True,2022 5th International Conference on Pattern Recognition and Artificial Intelligence (PRAI),2022,False
