name,DOI,publication_year,dataset_used,task
epsilon-rotation invariance using approximate euclidean spheres packing algorithm for cancer treatment planning,10.24132/csrn.2020.3001.4,2020,BRATS,Brain
artificial intelligence based medical imaging: an overview,10.17946/jrst.2020.43.3.195,2020,BRATS,Brain
learning to pay attention to mistakes,10.48550/arxiv.2007.15131,2020,BRATS,Brain
transfer learning in recommender systems,10.1017/9781139061773.022,2020,BRATS,Brain
combined 3d cnn for brain tumor segmentation,10.1109/mipr49039.2020.00029,2020,BRATS,Brain
brain mri examination with varied modality fusion and chan-vese segmentation,10.1007/978-981-15-5679-1_65,2021,BRATS,Brain
mining of cancerous region from brain mri slices with otsu’s function and drls segmentation,10.1007/978-981-15-5679-1_62,2021,BRATS,Brain
inspection of 2d brain mri slice using watershed algorithm,10.1007/978-981-15-5679-1_70,2021,BRATS,Brain
privacy-preserving collaborative deep learning methods for multiinstitutional training without sharing patient data,10.1016/b978-0-12-821259-2.00006-5,2021,BRATS,Brain
augmented radiology: patient-wise feature transfer model for glioma grading,10.1007/978-3-030-60548-3_3,2020,BRATS,Brain
deep learning models with applications to brain image analysis,10.1007/978-3-030-43395-6_15,2020,BRATS,Brain
adaboosted deep ensembles: getting maximum performance out of small training datasets,10.1007/978-3-030-59861-7_58,2020,BRATS,Brain
error attention interactive segmentation of medical image through matting and fusion,10.1007/978-3-030-59861-7_2,2020,BRATS,Brain
an end-to-end learnable flow regularized model for brain tumor segmentation,10.1007/978-3-030-59861-7_54,2020,BRATS,Brain
a fusion of salient and convolutional features applying healthy templates for mri brain tumor segmentation,10.1007/s11042-020-09871-w,2020,BRATS,Brain
fp-mmr: a framework for the preprocessing of multimodal mr images,10.1007/978-981-15-7078-0_34,2020,BRATS,Brain
learning to leverage salient regions in neuro-oncology using deep learning,10.1101/2020.10.22.350421,2020,BRATS,Brain
deep learning systems for automated segmentation of brain tissues and tumors in mris,10.1007/978-3-030-62554-2_1,2020,BRATS,Brain
a transfer learning based active learning framework for brain tumor  classification,10.48550/arxiv.2011.09265,2020,BRATS,Brain
sag-gan: semi-supervised attention-guided gans for data augmentation on  medical images,10.48550/arxiv.2011.07534,2020,BRATS,Brain
tumor segmentation in brain mri using fully convolutional network,10.1109/icaccm50413.2020.9213036,2020,BRATS,Brain
brain tumor segmentation using an encoder-decoder network with a multiscale feature module,10.1109/ropec50909.2020.9258718,2020,BRATS,Brain
immersive visualisation in medical imaging,10.1109/icccs49678.2020.9277330,2020,BRATS,Brain
x-ray image segmentation with the use of machine learning algorithms,10.1063/5.0032275,2020,BRATS,Brain
radiomics and radiogenomics with deep learning in neuro-oncology,10.1007/978-3-030-66843-3_20,2020,BRATS,Brain
dual-encoder bidirectional generative adversarial networks for anomaly  detection,10.48550/arxiv.2012.11834,2020,BRATS,Brain
deepkeygen: a deep learning-based stream cipher generator for medical  image encryption and decryption,10.48550/arxiv.2012.11097,2020,BRATS,Brain
local binary and ternary patterns based quantitative texture analysis for assessment of idh genotype in gliomas on multi-modal mri,10.1007/978-3-030-66843-3_23,2020,BRATS,Brain
a novel efficient deep feature extractor and classifier approach for brain tumor segmentation in magnetic resonant images,10.21786/bbrc/13.4/57,2020,BRATS,Brain
brain tumor segmentation algorithm based on attention mechanism and hybrid cascaded network,10.1007/978-981-33-4601-7_11,2020,BRATS,Brain
overall survival prediction in gliomas using region-specific radiomic features,10.1007/978-3-030-66843-3_25,2020,BRATS,Brain
magnetic resonance imaging standardization for accurate grading of cerebral gliomas,10.1007/s11042-020-10487-3,2021,BRATS,Brain
t-net: learning feature representation with task-specific supervision  for biomedical image analysis,10.48550/arxiv.2002.08406,2020,BRATS,Brain
a unified conditional disentanglement framework for multimodal brain mr  image translation,10.48550/arxiv.2101.05434,2021,BRATS,Brain
active contour model using fast fourier transformation for salient object detection,10.3390/electronics10020192,2021,BRATS,Brain
non-local spatially varying finite mixture models for image segmentation,10.1007/s11222-020-09988-w,2021,BRATS,Brain
deformable image registration using attentional generative adversarial networks,10.11575/prism/38593,2021,BRATS,Brain
3d dilated dense network for automatic brain tumor segmentation,10.1109/itaic49862.2020.9339177,2020,BRATS,Brain
grge: detection of gliomas using radiomics ga features and extremely randomized trees,10.1109/icoin50884.2021.9334021,2021,BRATS,Brain
mie-nsct: adaptive mri enhancement based on nonsubsampled contourlet transform,10.1155/2021/6681202,2021,BRATS,Brain
multi-scale network based on dilated convolution for bladder tumor segmentation of two-dimensional mri images,10.1109/icsp48669.2020.9320972,2020,BRATS,Brain
intermediate generation selection attention and multi-scale feature aggregation for segmentation of cell regions in rpe implant absorbance images,10.1109/indicon49873.2020.9342342,2020,BRATS,Brain
do noises bother human and neural networks in the same way? a medical image analysis perspective,10.1109/bibm49941.2020.9313560,2020,BRATS,Brain
3d medical multi-modal segmentation network guided by multi-source  correlation constraint,10.48550/arxiv.2102.03111,2021,BRATS,Brain
a novel brain tumor segmentation approach based on deep convolutional neural network and level set,10.1109/icait51223.2020.9315542,2020,BRATS,Brain
auto-contouring fdg-pet/mr images for cervical cancer radiation therapy: an intelligent sequential approach using focally trained shallow u-nets,10.1016/j.ibmed.2021.100026,2021,BRATS,Brain
comparative analysis of glioma tumor in brain using machine learning and deep learning techniques,10.1088/1742-6596/1767/1/012040,2021,BRATS,Brain
multi-texture gan: exploring the multi-scale texture translation for  brain mr images,10.48550/arxiv.2102.07225,2021,BRATS,Brain
recurrent multi-fiber network for 3d mri brain tumor segmentation,10.3390/sym13020320,2021,BRATS,Brain
vibration separation of multiple mixed particle curves based on image recognition and machine learning,10.3233/jifs-189804,2021,BRATS,Brain
interactive image segmentation of mars datasets using bag of features,10.1109/trpms.2020.3030045,2021,BRATS,Brain
survival prediction of glioma tumors using feature selection and linear regression,10.1007/978-981-16-1160-5_8,2020,BRATS,Brain
performance analysis of segmentor adversarial network (segan) on bio-medical images for image segmentation,10.1007/978-981-15-8221-9_69,2021,BRATS,Brain
medical image segmentation with limited supervision: a review of deep  network models,10.48550/arxiv.2103.00429,2021,BRATS,Brain
artificial intelligence in tumor subregion analysis based on medical  imaging: a review,10.48550/arxiv.2103.13588,2021,BRATS,Brain
pet-guided attention network for segmentation of lung tumors from pet/ct images,10.1007/978-3-030-71278-5_32,2020,BRATS,Brain
cbsn: comparative measures of normalization techniques for brain tumor segmentation using srcnet,10.1007/s11042-021-10565-0,2021,BRATS,Brain
efficient brain tumour segmentation using co-registered data and ensembles of specialised learners,10.1007/978-3-030-72087-2_2,2020,BRATS,Brain
learning dynamic convolutions for multi-modal 3d mri brain tumor segmentation,10.1007/978-3-030-72087-2_39,2020,BRATS,Brain
glioma prognosis: segmentation of the tumor and survival prediction  using shape geometric and clinical information,10.48550/arxiv.2104.00980,2021,BRATS,Brain
a deep supervised u-attention net for pixel-wise brain tumor segmentation,10.1007/978-3-030-72087-2_24,2020,BRATS,Brain
a deep random forest approach for multimodal brain tumor segmentation,10.1007/978-3-030-72087-2_12,2020,BRATS,Brain
glioma segmentation with 3d u-net backed with energy-based post-processing,10.1007/978-3-030-72087-2_10,2020,BRATS,Brain
low-rank convolutional networks for brain tumor segmentation,10.1007/978-3-030-72084-1_42,2020,BRATS,Brain
efficient embedding network for 3d brain tumor segmentation,10.1007/978-3-030-72084-1_23,2020,BRATS,Brain
glioblastoma multiforme prognosis: mri missing modality generation  segmentation and radiogenomic survival prediction,10.48550/arxiv.2104.01149,2021,BRATS,Brain
some new tricks for deep glioma segmentation,10.1007/978-3-030-72087-2_28,2020,BRATS,Brain
segmentation of the multimodal brain tumor images used res-u-net,10.1007/978-3-030-72084-1_24,2020,BRATS,Brain
cascaded coarse-to-fine neural network for brain tumor segmentation,10.1007/978-3-030-72084-1_41,2020,BRATS,Brain
multi-class glioma classification from mri images using 3d convolutional neural networks,10.1007/978-981-16-1086-8_29,2020,BRATS,Brain
artificial intelligence for medical imaging and hygiene,10.1007/978-981-15-2160-7_12,2021,BRATS,Brain
enhanced brain tumor detection using fractional wavelet transform and artificial neural network,10.1016/b978-0-12-822260-7.00010-8,2021,BRATS,Brain
study on evaluation of machine learning approaches in brain tumour mr images,10.17762/turcomat.v12i5.2028,2021,BRATS,Brain
visual saliency models applied to roi detection for brain mr images: a critical appraisal and future prospects,10.1007/s42979-021-00624-6,2021,BRATS,Brain
brain tumor segmentation using random walks from mri images,10.1007/978-981-33-4299-6_3,2021,BRATS,Brain
transfer learning in dialogue systems,10.1017/9781139061773.021,2020,BRATS,Brain
deep learning-based type identification of volumetric mri sequences,10.1109/icpr48806.2021.9413120,2021,BRATS,Brain
combining k-means attention and hierarchical mimicking strategy for 3d u-net based brain tumor segmentation,10.1109/icicse52190.2021.9404138,2021,BRATS,Brain
brain tumor segmentation in mri sequences using autoencoders,10.1007/978-981-16-0171-2_51,2021,BRATS,Brain
tumor grade and overall survival prediction of gliomas using radiomics,10.1155/2021/9913466,2021,BRATS,Brain
leveraging unlabeled data for glioma molecular subtype and survival prediction,10.1109/icpr48806.2021.9413302,2021,BRATS,Brain
cmim: cross-modal information maximization for medical imaging,10.1109/icassp39728.2021.9414132,2021,BRATS,Brain
deep neural networks allow expert-level brain meningioma detection segmentation and improvement of current clinical practice,10.1101/2021.05.11.21256429,2021,BRATS,Brain
z-pooling**this research was supported by the program cátedras francesa do estado de são paulo an initiative of the french consulate and the state of são paulo (brazil). the authors thank d. fourer and i. brahim for their contributions.,10.1109/ssd52085.2021.9429427,2021,BRATS,Brain
t-net: learning feature representation with task-specific supervision for biomedical image analysis,10.1109/isbi48211.2021.9433945,2021,BRATS,Brain
integrating ssim in gans to generate high-quality brain mri images,10.1007/978-981-16-0081-4_42,2021,BRATS,Brain
transfer learning in activity recognition,10.1017/9781139061773.024,2020,BRATS,Brain
labeling cost sensitive batch active learning for brain tumor segmentation,10.1109/isbi48211.2021.9434098,2021,BRATS,Brain
a fully-automatic segmentation of the carpal tunnel from magnetic resonance images based on the convolutional neural network-based approach,10.1007/s40846-021-00615-1,2021,BRATS,Brain
binary glioma grading framework employing locality preserving projections and gaussian radial basis function support vector machine,10.1002/ima.22615,2021,BRATS,Brain
cherry-picking gradients: learning low-rank embeddings of visual data via differentiable cross-approximation,10.1109/iccv48922.2021.01123,2021,BRATS,Brain
gabor filter based automated enhancement of brain tumors,10.1007/978-981-33-6915-3_8,2021,BRATS,Brain
transfer learning in reinforcement learning,10.1017/9781139061773.010,2020,BRATS,Brain
withdrawn: a hybrid feature selection‐based approach for brain tumor detection and automatic segmentation on multiparametric magnetic resonance images,10.1002/mp.15035,2021,BRATS,Brain
perceptual and pixel-wise information for visual novelty detection,10.1007/978-3-030-77004-4_24,2021,BRATS,Brain
a novel improved brain tumor segmentation method using deep learning network,10.1088/1742-6596/1944/1/012011,2021,BRATS,Brain
effectiveness of ai techniques for the classification of alzheimer’s disease – a review,10.1109/icspc51351.2021.9451778,2021,BRATS,Brain
automatic detection of tumor cell in brain mri using rough-fuzzy feature selection with support vector machine and morphological operation,10.1007/978-3-030-71975-3_8,2021,BRATS,Brain
acn: adversarial co-training network for brain tumor segmentation with  missing modalities,10.48550/arxiv.2106.14591,2021,BRATS,Brain
multi-task learning,10.1017/9781139061773.011,2020,BRATS,Brain
a review of deep learning models for medical diagnosis,10.1016/b978-0-12-821777-1.00007-0,2021,BRATS,Brain
multimodal mr image registration using weakly supervised constrained affine network,10.1080/09500340.2021.1939897,2021,BRATS,Brain
learning from partially overlapping labels: image segmentation under  annotation shift,10.48550/arxiv.2107.05938,2021,BRATS,Brain
model-based transfer learning,10.1017/9781139061773.006,2020,BRATS,Brain
caspianet++: a multidimensional channel-spatial asymmetric attention  network with noisy student curriculum learning paradigm for brain tumor  segmentation,10.48550/arxiv.2107.04099,2021,BRATS,Brain
modality-aware mutual learning for multi-modal medical image  segmentation,10.48550/arxiv.2107.09842,2021,BRATS,Brain
an analysis of brain tumor segmentation using modified u-net architecture,10.1007/978-3-030-66218-9_16,2021,BRATS,Brain
applications of the espnet architecture in medical imaging,10.1016/b978-0-12-819740-0.00006-1,2021,BRATS,Brain
segmentation and classification of brain tumour images,10.32628/cseit217412,2021,BRATS,Brain
segmentation of brain tumour using unet architecture,10.1007/978-3-030-75506-5_63,2022,BRATS,Brain
generating annotated high-fidelity images containing multiple coherent objects,10.1109/icip42928.2021.9506406,2021,BRATS,Brain
medical image fusion using lifting wavelet and fractional bird swarm optimization,10.1007/978-981-16-2123-9_21,2022,BRATS,Brain
autotl: learning to transfer automatically,10.1017/9781139061773.014,2020,BRATS,Brain
brain volume refinement (bver): automatic correction tool as an alternative to manual intervention on brain segmentation,10.1007/s42600-021-00168-x,2021,BRATS,Brain
an end-to-end learnable flow regularized model for brain tumor  segmentation,10.48550/arxiv.2109.00622,2021,BRATS,Brain
self-supervised tumor segmentation through layer decomposition,10.48550/arxiv.2109.03230,2021,BRATS,Brain
investigation of the relationship between the degree of peritumoral brain edema and pathological features of glioma before surgery,10.5812/iranjradiol.109181,2021,BRATS,Brain
feature-based transfer learning,10.1017/9781139061773.005,2020,BRATS,Brain
computational intelligence techniques for cancer diagnosis,10.1016/b978-0-12-822844-9.00032-3,2021,BRATS,Brain
complete 3d brain tumour detection using a two-phase method along with confidence function evaluation,10.1007/s11042-021-11443-5,2021,BRATS,Brain
automatic segmentation and shape texture-based analysis of glioma using fully convolutional network,10.1109/acmi53878.2021.9528282,2021,BRATS,Brain
an extended fuzzy c-means segmentation for an efficient btd with the region of interest of scp,10.4018/ijitpm.2021100102,2021,BRATS,Brain
semi-supervised medical image segmentation with confidence calibration,10.1109/ijcnn52387.2021.9534435,2021,BRATS,Brain
e1d3 u-net for brain tumor segmentation: submission to the rsna-asnr-miccai brats 2021 challenge,10.1007/978-3-031-09002-8_25,2021,BRATS,Brain
mist gan: modality imputation using style transfer for mri,10.1007/978-3-030-87589-3_34,2021,BRATS,Brain
learning from partially overlapping labels: image segmentation under annotation shift,10.1007/978-3-030-87722-4_12,2021,BRATS,Brain
mri-trans-gan: 3d mri cross-modality translation,10.23919/ccc52363.2021.9550256,2021,BRATS,Brain
group shift pointwise convolution for volumetric medical image segmentation,10.1007/978-3-030-87199-4_5,2021,BRATS,Brain
querying medical imaging datasets using spatial logics (position paper),10.1007/978-3-030-87657-9_22,2021,BRATS,Brain
machine learning distribution model and auxiliary diagnosis system based on pathological sections from multiple parts of human beings,10.1109/spac53836.2021.9539931,2021,BRATS,Brain
an optimization-based meta-learning model for mri reconstruction with  diverse dataset,10.48550/arxiv.2110.00715,2021,BRATS,Brain
glioblastoma multiforme patient survival prediction,10.1007/978-981-16-3880-0_6,2021,BRATS,Brain
group shift pointwise convolution for volumetric medical image  segmentation,10.48550/arxiv.2109.12629,2021,BRATS,Brain
multiregional segmentation of high-grade glioma using modified deep unet model with edge-detected multimodal mri images,10.1007/978-981-16-4284-5_56,2022,BRATS,Brain
monte carlo concrete droppath for epistemic uncertainty estimation in brain tumor segmentation,10.1007/978-3-030-87735-4_7,2021,BRATS,Brain
exploring sequence transformation in magnetic resonance imaging via deep learning using data from a single asymptomatic patient,10.1088/2399-6528/ac24d8,2021,BRATS,Brain
predicting survival of glioblastoma from automatic whole-brain and tumor segmentation of mr images,10.1038/s41598-022-19223-3,2021,BRATS,Brain
progfed: effective communication and computation efficient federated  learning by progressive training,10.48550/arxiv.2110.05323,2021,BRATS,Brain
implementation of brain tumor segmentation using cnn deep learning algorithm,10.1007/978-981-16-2712-5_59,2021,BRATS,Brain
a review on breast cancer brain metastasis: automated mri image analysis for the prediction of primary cancer using radiomics,10.1007/978-3-030-89128-2_24,2021,BRATS,Brain
3d interactive segmentation with semi-implicit representation and active learning,10.1109/tip.2021.3125491,2021,BRATS,Brain
significant loop with clustering approach and optimization enabled deep learning classifier for the brain tumor segmentation and classification,10.1007/s11042-021-11591-8,2021,BRATS,Brain
mismatch: calibrated segmentation via consistency on differential  morphological feature perturbations with limited labels,10.48550/arxiv.2110.12179,2021,BRATS,Brain
an automatic brain tumor segmentation using modified inception module based u-net model,10.3233/jifs-211879,2021,BRATS,Brain
brain tumour mri image segmentation and classification using fcnn,10.1007/978-981-16-5301-8_24,2022,BRATS,Brain
t1w mri brain tumor image segmentation using active contour models and convolution neural network fusion,10.1109/rteict52294.2021.9573862,2021,BRATS,Brain
brain tumor segmentation using capsule neural network,10.1007/978-981-16-3342-3_17,2022,BRATS,Brain
brainseg r-cnn for brain tumor segmentation,10.1007/978-981-16-7189-0_17,2021,BRATS,Brain
an active contour method based on regularized kernel fuzzy c-means clustering,10.1109/access.2021.3122535,2021,BRATS,Brain
redundancy reduction in semantic segmentation of 3d brain tumor mris,10.1007/978-3-031-09002-8_15,2021,BRATS,Brain
cross-modality attention method for medical image enhancement,10.1007/978-3-030-88010-1_34,2021,BRATS,Brain
fast t2w/flair mri acquisition by optimal sampling of information  complementary to pre-acquired t1w mri,10.48550/arxiv.2111.06400,2021,BRATS,Brain
learn-morph-infer: a new way of solving the inverse problem for brain tumor modeling,10.1016/j.media.2022.102672,2021,BRATS,Brain
amf-net: an adaptive multisequence fusing neural network for multi-modality brain tumor diagnosis,10.1016/j.bspc.2021.103359,2022,BRATS,Brain
interactive medical image segmentation with self-adaptive confidence  calibration,10.48550/arxiv.2111.07716,2021,BRATS,Brain
batch weighted nuclear-norm minimization for medical image sequence segmentation,10.1007/978-3-030-91415-8_31,2021,BRATS,Brain
leveraging human selective attention for medical image analysis with  limited training data,10.48550/arxiv.2112.01034,2021,BRATS,Brain
non parametric data augmentations improve deep-learning based brain tumor segmentation,10.1109/comcas52219.2021.9629083,2021,BRATS,Brain
estimation of nonhomogeneous noise in 2d magnetic resonance imaging,10.1002/ima.22682,2021,BRATS,Brain
brain tumor segmentation using 3d u-net with hyperparameter optimization,10.1109/niles53778.2021.9600556,2021,BRATS,Brain
foundations of lesion detection using machine learning in clinical neuroimaging,10.1007/978-3-030-85292-4_21,2021,BRATS,Brain
automatic segmentation of posterior fossa structures in pediatric brain mris,10.1109/sibgrapi54419.2021.00025,2021,BRATS,Brain
a coronary artery cta segmentation approach based on deep learning,10.3233/xst-211063,2021,BRATS,Brain
multi-scale brain tumor segmentation combined with deep supervision,10.1007/s11548-021-02515-w,2021,BRATS,Brain
sdcnet for object recognition,10.1016/j.cviu.2021.103332,2021,BRATS,Brain
a method for detecting and classifying the tumor regions in brain mri images using vector index filtering and anfis classification process,10.1002/ima.22671,2021,BRATS,Brain
representation for event-related fmri,10.1016/b978-0-12-820125-1.00035-x,2022,BRATS,Brain
difficulty-aware brain lesion segmentation from mri scans,10.1007/s11063-021-10714-4,2022,BRATS,Brain
brain tumor findings in patient with a novel cascaded function,10.1007/s11760-021-02107-w,2022,BRATS,Brain
automatic brain tumor detection from mri using curvelet transform and neural features,10.4018/ijaci.293163,2022,BRATS,Brain
handling unbalanced data in clinical images,10.1002/9781119769293.ch6,2022,BRATS,Brain
a study on brain tumor segmentation in noisy magnetic resonance images,10.1007/978-981-16-6887-6_14,2022,BRATS,Brain
topological properties of mouse neuronal populations in fluorescence microscopy images,10.1007/978-3-030-95467-3_5,2022,BRATS,Brain
a survey on deep learning aided telepathology and its methodologies,10.1109/i-pact52855.2021.9697051,2021,BRATS,Brain
feature pyramid network with level-aware attention for meningioma segmentation,10.1109/tetci.2022.3146965,2022,BRATS,Brain
transfer learning in bioinformatics,10.1017/9781139061773.023,2020,BRATS,Brain
transfer learning in urban computing,10.1017/9781139061773.025,2020,BRATS,Brain
concluding remarks,10.1017/9781139061773.026,2020,BRATS,Brain
lifelong machine learning,10.1017/9781139061773.016,2020,BRATS,Brain
preface,10.1017/9781139061773.001,2020,BRATS,Brain
deep learning for brain tumor classification from mri images,10.1109/iciip53038.2021.9702609,2021,BRATS,Brain
transitive transfer learning,10.1017/9781139061773.013,2020,BRATS,Brain
instance-based transfer learning,10.1017/9781139061773.004,2020,BRATS,Brain
relation-based transfer learning,10.1017/9781139061773.007,2020,BRATS,Brain
adversarial transfer learning,10.1017/9781139061773.009,2020,BRATS,Brain
image processing methods to enhance disease information in mri slices,10.1016/b978-0-12-823401-3.00002-x,2022,BRATS,Brain
deep mri glioma segmentation via multiple guidances and hybrid enhanced-gradient cross-entropy loss,10.1016/j.eswa.2022.116608,2022,BRATS,Brain
magnetic resonance imaging: recording and reconstruction,10.1016/b978-0-12-823401-3.00003-1,2022,BRATS,Brain
editorial for “anatomical <scp>partition‐based</scp> deep learning: an automatic nasopharyngeal magnetic resonance image recognition scheme”,10.1002/jmri.28119,2022,BRATS,Brain
three dimensional reconstruction of brain tumor along with space occupying in lesions,10.1007/s11042-022-12352-x,2022,BRATS,Brain
a review: image enhancement on mri images,10.1109/iscon52037.2021.9702464,2021,BRATS,Brain
subtle anomaly detection: application to brain mri analysis of de novo parkinsonian patients,10.1016/j.artmed.2022.102251,2022,BRATS,Brain
cnn-based segmentation of brain tumor from t2-weighted mri slices,10.1016/b978-0-12-823401-3.00005-5,2022,BRATS,Brain
a novel brain tumor segmentation method based on im-proved spatial attention mechanism and multi-path deep neural network,10.1088/1742-6596/2203/1/012057,2022,BRATS,Brain
cascaded layer-coalescing convolution network for brain tumor segmentation,10.3233/jifs-220167,2022,BRATS,Brain
abnormal slice classification from mri volumes using the bilateral symmetry of human head scans,10.1002/9781119743187.ch9,2022,BRATS,Brain
robust bayesian fusion of continuous segmentation maps,10.1016/j.media.2022.102398,2022,BRATS,Brain
improvement of automatic glioma brain tumor detection using deep convolutional neural networks,10.1089/cmb.2021.0280,2022,BRATS,Brain
the proposition of possibilistic sigmoid features and the shannon-hanman transform classifier along with the pervasive learning model for the classification of brain tumor using mri,10.1007/s11042-022-12482-2,2022,BRATS,Brain
irdnu-net: inception residual dense nested u-net for brain tumor segmentation,10.1007/s11042-022-12586-9,2022,BRATS,Brain
optimizing 3d u-net-based brain tumor segmentation with integer-arithmetic deep learning accelerators,10.1145/3495210,2022,BRATS,Brain
brain tumours classification using support vector machines based on feature selection by binary cat swarm optimization,10.1007/978-3-030-97255-4_8,2022,BRATS,Brain
msmt-cnn for solar active region detection with multi-spectral analysis,10.1007/s42979-022-01088-y,2022,BRATS,Brain
tumor segmentation from brain mr images using stsa based modified k-means clustering approach,10.3233/jifs-212709,2022,BRATS,Brain
low-contrast lesion segmentation in advanced mri experiments by time-domain ricker-type wavelets and fuzzy 2-means,10.1007/s10489-022-03184-1,2022,BRATS,Brain
harmonizing pathological and normal pixels for pseudo-healthy synthesis,10.1109/tmi.2022.3164095,2022,BRATS,Brain
modality bank: learn multi-modality images across data centers without sharing medical data,10.1109/embc48229.2022.9871529,2022,BRATS,Brain
a novel distributed matching global and local fuzzy clustering (dmglfc) for 3d brain image segmentation for tumor detection,10.1080/03772063.2022.2027284,2022,BRATS,Brain
missing data imputation via conditional generator and correlation learning for multimodal brain tumor segmentation,10.1016/j.patrec.2022.04.019,2022,BRATS,Brain
dual feature extraction based convolutional neural network classifier for magnetic resonance imaging tumor detection using u-net and three-dimensional convolutional neural network,10.1016/j.compeleceng.2022.108010,2022,BRATS,Brain
private learning via knowledge transfer with high-dimensional targets,10.1109/icassp43922.2022.9747159,2022,BRATS,Brain
methods of mri brain tumor segmentation,10.1002/9781119769293.ch14,2022,BRATS,Brain
on the use of component structural characteristics for voxel segmentation in semicon 3d images,10.1109/icassp43922.2022.9747623,2022,BRATS,Brain
unsupervised hierarchical translation-based model for multi-modal medical image registration,10.1109/icassp43922.2022.9746324,2022,BRATS,Brain
3d cross-scale feature transformer network for brain mr image super-resolution,10.1109/icassp43922.2022.9746092,2022,BRATS,Brain
a survey of brain segmentation methods from magnetic resonance imaging,10.1016/b978-0-323-91171-9.00007-7,2022,BRATS,Brain
unsupervised anomaly detection in the wild,10.1007/978-3-658-36932-3_6,2022,BRATS,Brain
brain tumor segmentation based on 2d u-net using mri multi-modalities brain images,10.1007/978-3-030-99170-8_25,2022,BRATS,Brain
brain tumor classification into high-grade and low-grade gliomas using adaboost,10.1007/978-981-16-9756-2_41,2022,BRATS,Brain
supervised semantic segmentation based on deep learning: a survey,10.1007/s11042-022-12842-y,2022,BRATS,Brain
contrast enhancement and noise removal from medical images using a hybrid technique,10.1007/978-981-16-8558-3_17,2022,BRATS,Brain
data preparation for artificial intelligence,10.1007/978-3-030-92087-6_4,2022,BRATS,Brain
risk attention network: weakly-supervised learning for joint tumor segmentation and survival prediction,10.1007/978-981-19-2266-4_8,2022,BRATS,Brain
deep learning-based clinical image segmentation methods with different modalities,10.1088/1742-6596/2236/1/012002,2022,BRATS,Brain
agnostic multimodal brain anomalies detection using a novel single-structured framework for better patient diagnosis and therapeutic planning in clinical oncology,10.1016/j.bspc.2022.103786,2022,BRATS,Brain
m3btcnet: multi model brain tumor classification using metaheuristic deep neural network features optimization,10.1007/s00521-022-07204-6,2022,BRATS,Brain
recommendations for machine learning benchmarks in neuroimaging,10.1016/j.neuroimage.2022.119298,2022,BRATS,Brain
machine learning for hepatocellular carcinoma segmentation at mri: <i>radiology</i> in training,10.1148/radiol.212386,2022,BRATS,Brain
validation,10.1016/b978-0-08-102816-2.00009-5,2019,BRATS,Brain
index,10.1017/9781139061773.027,2020,BRATS,Brain
2d–3d cascade network for glioma segmentation in multisequence mri images using multiscale information,10.1016/j.cmpb.2022.106894,2022,BRATS,Brain
a survey on various medical image classification and feature recognition techniques,10.1109/icoei53556.2022.9777207,2022,BRATS,Brain
a model based on radiomics and machine learning in glioma grading,10.1145/3523286.3524605,2022,BRATS,Brain
an automated segmentation model based on cbam for mr image of glioma tumors,10.1145/3523286.3524575,2022,BRATS,Brain
act: semi-supervised domain-adaptive medical image segmentation with asymmetric co-training,10.1007/978-3-031-16443-9_7,2022,BRATS,Brain
blockchain based chaotic deep gan encryption scheme for securing medical images in a cloud environment,10.1007/s10489-022-03730-x,2022,BRATS,Brain
mmmna-net for overall survival time prediction of brain tumor patients,10.1109/embc48229.2022.9871639,2022,BRATS,Brain
assessing the fine root growth dynamics of norway spruce manipulated by air humidity and soil nitrogen with deep learning segmentation of smartphone images,10.1007/s11104-022-05565-4,2022,BRATS,Brain
constrained unsupervised anomaly segmentation,10.1016/j.media.2022.102526,2022,BRATS,Brain
brain tumor segmentation using a hybrid multi resolution u-net with residual dual attention and deep supervision on mr images,10.1016/j.bspc.2022.103939,2022,BRATS,Brain
training hacks and a frugal man’s net with application to glioblastoma segmentation,10.1109/atsip55956.2022.9805950,2022,BRATS,Brain
a lightweight 3d unet model for glioma grading,10.1088/1361-6560/ac7d33,2022,BRATS,Brain
multimodal medical imaging using modern deep learning approaches,10.1109/vlsidcs53788.2022.9811498,2022,BRATS,Brain
domain-adaptive 3d medical image synthesis: an efficient unsupervised approach,10.1007/978-3-031-16446-0_47,2022,BRATS,Brain
research on the magnetic resonance imaging brain tumor segmentation algorithm based on <scp>do‐unet</scp>,10.1002/ima.22783,2022,BRATS,Brain
the intrinsic manifolds of radiological images and their role in deep learning,10.1007/978-3-031-16452-1_65,2022,BRATS,Brain
a multimodal domain adaptive segmentation framework for idh genotype prediction,10.1007/s11548-022-02700-5,2022,BRATS,Brain
automatic brain tumor detection and segmentation from mri using fractional sobel filter and som neural network,10.1007/978-981-19-1906-0_39,2022,BRATS,Brain
weighted metamorphosis for registration of images with different topologies,10.1007/978-3-031-11203-4_2,2022,BRATS,Brain
deep learning-based ensemble model for brain tumor segmentation using multi-parametric mr scans,10.1515/comp-2022-0242,2022,BRATS,Brain
optical flow video frame interpolation based mri super-resolution,10.1007/978-981-16-9650-3_35,2022,BRATS,Brain
a review: convolutional neural network application for mri dissection and detection of brain tumor,10.1007/978-981-16-8739-6_37,2022,BRATS,Brain
summary and experiment on the exploration of brain tumor image classification recognition: initial experience of artificial intelligence technology,10.1109/icaice54393.2021.00008,2021,BRATS,Brain
