title,doi,publication_year,abstract,task
Deep learning based dominant index lesion segmentation for mr‐guided radiation therapy of prostate cancer,https://doi.org/10.1002/mp.16320,2023,"background dose escalation radiotherapy enables increased control of prostate cancer pca but requires segmentation of dominant index lesions dil this motivates the development of automated methods for fast accurate and consistent segmentation of pca dil purpose to construct and validate a model for deeplearningbased automatic segmentation of pca dil defined by gleason score gs 34 from mr images applied to mrguided radiation therapy validate generalizability of constructed models across scanner and acquisition differences methods five deeplearning networks were evaluated on apparent diffusion coefficient adc mri from 500 lesions in 365 patients arising from internal training dataset 1 156 lesions in 125 patients 15tesla ge mr with endorectal coil testing using dataset 1 35 lesions in 26 patients external prostatex dataset 2 299 lesions in 204 patients 3tesla siemens mr and internal interrater dataset 3 10 lesions in 10 patients 3tesla philips mr the five networks include multiple resolution residually connected network mrrn and mrrn regularized in training with deep supervision implemented into the last convolutional block mrrnds unet unet resunet and fast panoptic segmentation fpsnet as well as fast panoptic segmentation with smoothed labels fpsnetsl models were evaluated by volumetric dil segmentation accuracy using dice similarity coefficient dsc and the balanced f1 measure of detection accuracy as a function of lesion aggressiveness and size dataset 1 and 2 and accuracy with respect to tworaters on dataset 3 upon acceptance for publication segmentation models will be made available in an opensource github repository results in general mrrnds more accurately segmented tumors than other methods on the testing datasets mrrnds significantly outperformed resunet in dataset2 dsc of 054 vs 044 p0001 and the unet in dataset3 dsc of 045 vs p 004 fpsnetsl was similarly accurate as mrrnds in dataset2 p 030 but mrrnds significantly outperformed fpsnet and fpsnetsl in both dataset1 060 vs 051 p 001 and 054 p 0049 respectively and dataset3 045 vs 006 p 0002 and 024 p 0004 respectively finally mrrnds produced slightly higher agreement with experienced radiologist than two radiologists in dataset 3 dsc of 045 vs 041 conclusions mrrnds was generalizable to different mr testing datasets acquired using different scanners it produced slightly higher agreement with an experienced radiologist than that between two radiologists finally mrrnds more accurately segmented aggressive lesions which are generally candidates for radiative dose ablation this article is protected by copyright all rights reserved",Prostate
A task-unified network with transformer and spatial-temporal convolution for left ventricular quantification,https://doi.org/10.21203/rs.3.rs-2590069/v1,2023,"abstract quantification of the cardiac function is vital for diagnosing and curing the cardiovascular diseases left ventricular function measurement is the most commonly used measure to evaluate the function of cardiac in clinical practice how to improve the accuracy of left ventricular quantitative assessment results has always been the subject of research by medical researchers although considerable efforts have been put forward to measure the left ventricle lv automatically using deep learning methods the accurate quantification is yet a challenge work as a result of the changeable anatomy structure of heart in the systolic diastolic cycle besides most methods used direct regression method which lacks of visual based analysis in this work a deep learning segmentation and regression taskunified network with transformer and spatialtemporal convolution was proposed to segment and quantify the lv simultaneously the segmentation module leveraged a unet like 3d transformer model to predict the contour of three anatomy structures while the regression module learned spatialtemporal representations from the original images and the reconstruct feature maps from segmentation path to estimate the fifinally desired quantification metrics furthermore we employed a joint task loss function to train the two module networks our framework is evaluated on the miccai 2017 left ventricle full quantification challenge dataset the results of experiments demonstrate the effectiveness of our framework which achieves competitive cardiac quantification metric results and at the same time produces visualized segmentation results that are conducive to later analysis",Cardiac
Self-Supervised Wavelet-Based Attention Network for Semantic Segmentation of MRI Brain Tumor,https://doi.org/10.3390/s23052719,2023,"to determine the appropriate treatment plan for patients radiologists must reliably detect brain tumors despite the fact that manual segmentation involves a great deal of knowledge and ability it may sometimes be inaccurate by evaluating the size location structure and grade of the tumor automatic tumor segmentation in mri images aids in a more thorough analysis of pathological conditions due to the intensity differences in mri images gliomas may spread out have low contrast and are therefore difficult to detect as a result segmenting brain tumors is a challenging process in the past several methods for segmenting brain tumors in mri scans were created however because of their susceptibility to noise and distortions the usefulness of these approaches is limited selfsupervised wavele based attention network sswan a new attention module with adjustable selfsupervised activation functions and dynamic weights is what we suggest as a way to collect global context information in particular this networks input and labels are made up of four parameters produced by the twodimensional 2d wavelet transform which makes the training process simpler by neatly segmenting the data into lowfrequency and highfrequency channels to be more precise we make use of the channel attention and spatial attention modules of the selfsupervised attention block ssab as a result this method may more easily zero in on crucial underlying channels and spatial patterns the suggested sswan has been shown to outperform the current stateoftheart algorithms in medical image segmentation tasks with more accuracy more promising dependability and less unnecessary redundancy",Brain
An Open-Source Tool for Longitudinal Whole-Brain and White Matter Lesion Segmentation,https://doi.org/10.1016/j.nicl.2023.103354,2023,"in this paper we describe and validate a longitudinal method for wholebrain segmentation of longitudinal mri scans it builds upon an existing wholebrain segmentation method that can handle multicontrast data and robustly analyze images with white matter lesions this method is here extended with subjectspecific latent variables that encourage temporal consistency between its segmentation results enabling it to better track subtle morphological changes in dozens of neuroanatomical structures and white matter lesions we validate the proposed method on multiple datasets of control subjects and patients suffering from alzheimers disease and multiple sclerosis and compare its results against those obtained with its original crosssectional formulation and two benchmark longitudinal methods the results indicate that the method attains a higher testretest reliability while being more sensitive to longitudinal disease effect differences between patient groups an implementation is publicly available as part of the opensource neuroimaging package freesurfer",Brain
Hybrid Multilevel Thresholding Image Segmentation Approach for Brain MRI,https://doi.org/10.3390/diagnostics13050925,2023,"a brain tumor is an abnormal growth of tissues inside the skull that can interfere with the normal functioning of the neurological system and the body and it is responsible for the deaths of many individuals every year magnetic resonance imaging mri techniques are widely used for detection of brain cancers segmentation of brain mri is a foundational process with numerous clinical applications in neurology including quantitative analysis operational planning and functional imaging the segmentation process classifies the pixel values of the image into different groups based on the intensity levels of the pixels and a selected threshold value the quality of the medical image segmentation extensively depends on the method which selects the threshold values of the image for the segmentation process the traditional multilevel thresholding methods are computationally expensive since these methods thoroughly search for the best threshold values to maximize the accuracy of the segmentation process metaheuristic optimization algorithms are widely used for solving such problems however these algorithms suffer from the problem of local optima stagnation and slow convergence speed in this work the original bald eagle search bes algorithm problems are resolved in the proposed dynamic opposite bald eagle search dobes algorithm by employing dynamic opposition learning dol at the initial as well as exploitation phases using the dobes algorithm a hybrid multilevel thresholding image segmentation approach has been developed for mri image segmentation the hybrid approach is divided into two phases in the first phase the proposed dobes optimization algorithm is used for the multilevel thresholding after the selection of the thresholds for the image segmentation the morphological operations have been utilized in the second phase to remove the unwanted area present in the segmented image the performance efficiency of the proposed dobes based multilevel thresholding algorithm with respect to bes has been verified using the five benchmark images the proposed dobes based multilevel thresholding algorithm attains higher peak signaltonoise ratio psnr and structured similarity index measure ssim value in comparison to the bes algorithm for the benchmark images additionally the proposed hybrid multilevel thresholding segmentation approach has been compared with the existing segmentation algorithms to validate its significance the results show that the proposed algorithm performs better for tumor segmentation in mri images as the ssim value attained using the proposed hybrid segmentation approach is nearer to 1 when compared with ground truth images",Brain
Unsupervised Pathology Detection: A Deep Dive Into the State of the Art,https://doi.org/10.48550/arxiv.2303.00609,2023,"deep unsupervised approaches are gathering increased attention for applications such as pathology detection and segmentation in medical images since they promise to alleviate the need for large labeled datasets and are more generalizable than their supervised counterparts in detecting any kind of rare pathology as the unsupervised anomaly detection uad literature continuously grows and new paradigms emerge it is vital to continuously evaluate and benchmark new methods in a common framework in order to reassess the stateoftheart sota and identify promising research directions to this end we evaluate a diverse selection of cuttingedge uad methods on multiple medical datasets comparing them against the established sota in uad for brain mri our experiments demonstrate that newly developed featuremodeling methods from the industrial and medical literature achieve increased performance compared to previous work and set the new sota in a variety of modalities and datasets additionally we show that such methods are capable of benefiting from recently developed selfsupervised pretraining algorithms further increasing their performance finally we perform a series of experiments in order to gain further insights into some unique characteristics of selected models and datasets our code can be found under httpsgithubcomiolagupdstudy",Brain
Need for objective task-based evaluation of AI-based segmentation methods for quantitative PET.,None,2023,"artificial intelligence aibased methods are showing substantial promise in segmenting oncologic positron emission tomography pet images for clinical translation of these methods assessing their performance on clinically relevant tasks is important however these methods are typically evaluated using metrics that may not correlate with the task performance one such widely used metric is the dice score a figure of merit that measures the spatial overlap between the estimated segmentation and a reference standard eg manual segmentation in this work we investigated whether evaluating aibased segmentation methods using dice scores yields a similar interpretation as evaluation on the clinical tasks of quantifying metabolic tumor volume mtv and total lesion glycolysis tlg of primary tumor from pet images of patients with nonsmall cell lung cancer the investigation was conducted via a retrospective analysis with the ecogacrin 6668rtog 0235 multicenter clinical trial data specifically we evaluated different structures of a commonly used aibased segmentation method using both dice scores and the accuracy in quantifying mtvtlg our results show that evaluation using dice scores can lead to findings that are inconsistent with evaluation using the taskbased figure of merit thus our study motivates the need for objective taskbased evaluation of aibased segmentation methods for quantitative pet",Lung
Clinically Relevant Myocardium Segmentation in Cardiac Magnetic Resonance Images,https://doi.org/10.1109/jbhi.2023.3250429,2023,"deep learning approaches have shown great success in myocardium region segmentation in cardiac mr cmr images however most of these often ignore irregularities such as protrusions breaks in contour etc as a result the common practice by clinicians is to manually correct the obtained outputs for the evaluation of myocardium condition this paper aims to make the deep learning systems capable of handling the aforementioned irregularities and satisfy desired clinical constraints necessary for various downstream clinical analysis we propose a refinement model which imposes structural constraints on the outputs of the existing deep learningbased myocardium segmentation methods the complete system is a pipeline of deep neural networks where an initial network performs myocardium segmentation as accurate as possible and the refinement network removes defects from the initial output to make it suitable for clinical decision support systems we experiment with datasets collected from four different sources and observe consistent final segmentation outputs with improvement up to 8 in dice coefficient and up to 18 pixels in hausdorff distance due to the proposed refinement model the proposed refinement strategy leads to qualitative and quantitative improvements in the performances of all the considered segmentation networks our work is an important step towards the development of a fully automatic myocardium segmentation system it can also be generalized for other tasks where the object of interest has regular structure and the defects can be modelled statistically",Cardiac
Segmentation of Pericardial Adipose Tissue in CMR Images: a Benchmark Dataset MRPEAT and a Triple-Stage Network 3SUnet,https://doi.org/10.1109/tmi.2023.3251368,2023,"increased pericardial adipose tissue peat is associated with a series of cardiovascular diseases cvds and metabolic syndromes quantitative analysis of peat by means of image segmentation is of great significance although cardiovascular magnetic resonance cmr has been utilized as a routine method for noninvasive and nonradioactive cvd diagnosis segmentation of peat in cmr images is challenging and laborious in practice no public cmr datasets are available for validating peat automatic segmentation therefore we first release a benchmark cmr dataset mrpeat which consists of cardiac short axis sa cmr images from 50 hypertrophic cardiomyopathy hcm 50 acute myocardial infarction ami and 50 normal control nc subjects we then propose a deep learning model named as 3sunet to segment peat on mrpeat to tackle the challenges that peat is relatively small and diverse and its intensities are hard to distinguish from the background the 3sunet is a triplestage network of which the backbones are all unet one unet is used to extract a region of interest roi for any given image with ventricles and peat being contained completely using a multitask continual learning strategy another unet is adopted to segment peat in roicropped images the third unet is utilized to refine peat segmentation accuracy guided by an image adaptive probability map the proposed model is qualitatively and quantitatively compared with the stateoftheart models on the dataset we obtain the peat segmentation results through 3sunet assess the robustness of 3sunet under different pathological conditions and identify the imaging indications of peat in cvds italic xmlnsmmlhttpwwww3org1998mathmathml xmlnsxlinkhttpwwww3org1999xlinkthe dataset and all source codes are available ati httpsdflagneugithubiomembercszresearch",Cardiac
BrainLine: An Open Pipeline for Connectivity Analysis of Heterogeneous Whole-Brain Fluorescence Volumes,https://doi.org/10.1101/2023.02.28.530429,2023,"wholebrain fluorescence images require several stages of computational processing to fully reveal the neuron morphology and connectivity information they contain however these computational tools are rarely part of an integrated pipeline here we present brainline an opensource pipeline that interfaces with existing software to provide registration axon segmentation soma detection visualization and analysis of results by implementing a feedback based training paradigm with brainline we were able to use a single learning algorithm to accurately process a diverse set of wholebrain images generated by lightsheet microscopy brainline is available as part of our python package brainlit httpbrainlitneurodataio",Brain
A modality‐collaborative convolution and transformer hybrid network for unpaired multi‐modal medical image segmentation with limited annotations,https://doi.org/10.1002/mp.16338,2023,"multimodal learning is widely adopted to learn the latent complementary information between different modalities in multimodal medical image segmentation tasks nevertheless the traditional multimodal learning methods require spatially wellaligned and paired multimodal images for supervised training which cannot leverage unpaired multimodal images with spatial misalignment and modality discrepancy for training accurate multimodal segmentation networks using easily accessible and lowcost unpaired multimodal images in clinical practice unpaired multimodal learning has received comprehensive attention recentlyexisting unpaired multimodal learning methods usually focus on the intensity distribution gap but ignore the scale variation problem between different modalities besides within existing methods shared convolutional kernels are frequently employed to capture common patterns in all modalities but they are typically inefficient at learning global contextual information on the other hand existing methods highly rely on a large number of labeled unpaired multimodal scans for training which ignores the practical scenario when labeled data is limited to solve the above problems we propose a modalitycollaborative convolution and transformer hybrid network mcthnet using semisupervised learning for unpaired multimodal segmentation with limited annotations which not only collaboratively learns modalityspecific and modalityinvariant representations but also could automatically leverage extensive unlabeled scans for improving performancewe make three main contributions to the proposed method first to alleviate the intensity distribution gap and scale variation problems across modalities we develop a modalityspecific scaleaware convolution mssc module that can adaptively adjust the receptive field sizes and feature normalization parameters according to the input secondly we propose a modalityinvariant vision transformer mivit module as the shared bottleneck layer for all modalities which implicitly incorporates convolutionlike local operations with the global processing of transformers for learning generalizable modalityinvariant representations third we design a multimodal cross pseudo supervision mcps method for semisupervised learning which enforces the consistency between the pseudo segmentation maps generated by two perturbed networks to acquire abundant annotation information from unlabeled unpaired multimodal scansextensive experiments are performed on two unpaired ct and mr segmentation datasets including a cardiac substructure dataset derived from the mmwhs2017 dataset and an abdominal multiorgan dataset consisting of the btcv and chaos datasets experiment results show that our proposed method significantly outperforms other existing stateoftheart methods under various labeling ratios and achieves a comparable segmentation performance close to singlemodal methods with fully labeled data by only leveraging a small portion of labeled data specifically when the labeling ratio is 25 our proposed method achieves overall mean dsc values of 7856 and 7618 in cardiac and abdominal segmentation respectively which significantly improves the average dsc value of two tasks by 1284 compared to singlemodal unet modelsour proposed method is beneficial for reducing the annotation burden of unpaired multimodal medical images in clinical applications",Cardiac
Application of Automatic Segmentation on Super-Resolution Reconstruction MR Images of the Abnormal Fetal Brain,https://doi.org/10.3174/ajnr.a7808,2023,"h3background and purposeh3 fetal brain mr imaging is clinically used to characterize fetal brain abnormalities recently algorithms have been proposed to reconstruct highresolution 3d fetal brain volumes from 2d slices by means of these reconstructions convolutional neural networks have been developed for automatic image segmentation to avoid laborintensive manual annotations usually trained on data of normal fetal brains herein we tested the performance of an algorithm specifically developed for segmentation of abnormal fetal brains h3materials and methodsh3 this was a singlecenter retrospective study on mr images of 16 fetuses with severe cns anomalies gestation 2139 weeks t2weighted 2d slices were converted to 3d volumes using a superresolution reconstruction algorithm the acquired volumetric data were then processed by a novel convolutional neural network to perform segmentations of white matter and the ventricular system and cerebellum these were compared with manual segmentation using the dice coefficient hausdorff distance 95th percentile and volume difference using interquartile ranges we identified outliers of these metrics and further analyzed them in detail h3resultsh3 the mean dice coefficient was 962 937 and 947 for white matter and the ventricular system and cerebellum respectively the hausdorff distance was 11 23 and 16 mm respectively the volume difference was 16 14 and 03 ml respectively of the 126 measurements there were 16 outliers among 5 fetuses discussed on a casebycase basis h3conclusionsh3 our novel segmentation algorithm obtained excellent results on mr images of fetuses with severe brain abnormalities analysis of the outliers shows the need to include pathologies underrepresented in the current data set quality control to prevent occasional errors is still needed",Brain
StereoCell enables high accuracy single cell segmentation for spatial transcriptomic dataset,https://doi.org/10.1101/2023.02.28.530414,2023,"abstract with recent advances in resolution and fieldofview spatially resolved sequencing has emerged as a cuttingedge technology that provides a technical foundation for interpreting large tissues at the spatial singlecell level to handle the highresolution spatial omics dataset with associated images and generate spatial singlecell level gene expression a powerful onestop toolbox is required here we propose stereocell an imagefacilitated cell segmentation framework for highresolution and large fieldofview spatial omics stereocell offers a comprehensive and systematic solution to generating highconfidence spatial singlecell data including image stitching registration nuclei segmentation and molecule labeling in image stitching and molecule labeling stereocell delivers the bestperforming algorithms to reduce stitching error and improve the signaltonoise ratio of singlecell gene expression compared to existing methods meanwhile as demonstrated using mouse brain stereocell has been shown to obtain highaccuracy spatial singlecell data which facilitates clustering and annotation",Brain
Edge-enhancement cascaded network for lung lobe segmentation based on CT images,https://doi.org/10.3389/fphy.2023.1098756,2023,"in order to reduce postoperative complications it is required that the puncture needle should not pass through the lung lobe without tumor as far as possible in lung biopsy surgery therefore it is necessary to accurately segment the lung lobe on the lung ct images this paper proposed an automatic lung lobe segmentation method on lung ct images considering the boundary of the lung lobe is difficult to be identified our lung lobe segmentation network is designed to be a multistage cascade network based on edge enhancement in the first stage the anatomical features of the lung lobe are extracted based on the generative adversarial network gan and the lung lobe boundary is gaussian smoothed to generate the boundary response map in the second stage the ct images and the boundary response map are used as input and the dense connection blocks are used to realize deep feature extraction and finally five lung lobes are segmented the experiments indicated that the average value of dice coefficient is 09741 which meets the clinical needs",Lung
Automated Quantification of Pneumonia Infected Volume in Lung CT Images: A Comparison with Subjective Assessment of Radiologists,https://doi.org/10.3390/bioengineering10030321,2023,"objective to help improve radiologists efficacy of disease diagnosis in reading computed tomography ct images this study aims to investigate the feasibility of applying a modified deep learning dl method as a new strategy to automatically segment diseaseinfected regions and predict disease severity methods we employed a public dataset acquired from 20 covid19 patients which includes manually annotated lung and infections masks to train a new ensembled dl model that combines five customized residual attention unet models to segment disease infected regions followed by a feature pyramid network model to predict disease severity stage to test the potential clinical utility of the new dl model we conducted an observer comparison study first we collected another set of ct images acquired from 80 covid19 patients and process images using the new dl model second we asked two chest radiologists to read images of each ct scan and report the estimated percentage of the diseaseinfected lung volume and disease severity level third we also asked radiologists to rate acceptance of dl modelgenerated segmentation results using a 5scale rating method results data analysis results show that agreement of disease severity classification between the dl model and radiologists is gt90 in 45 testing cases furthermore gt73 of cases received a high rating score 4 from two radiologists conclusion this study demonstrates the feasibility of developing a new dl model to automatically segment diseaseinfected regions and quantitatively predict disease severity which may help avoid tedious effort and interreader variability in subjective assessment of disease severity in future clinical practice",Lung
Computed tomography–based COVID–19 triage through a deep neural network using mask–weighted global average pooling,https://doi.org/10.3389/fcimb.2023.1116285,2023,"background there is an urgent need to find an effective and accurate method for triaging coronavirus disease 2019 covid19 patients from millions or billions of people therefore this study aimed to develop a novel deeplearning approach for covid19 triage based on chest computed tomography ct images including normal pneumonia and covid19 cases methods a total of 2809 chest ct scans 1105 covid19 854 normal and 850 non3covid19 pneumonia cases were acquired for this study and classified into the training set n 2329 and test set n 480 a unetbased convolutional neural network was used for lung segmentation and a maskweighted global average pooling gap method was proposed for the deep neural network to improve the performance of covid19 classification between covid19 and normal or common pneumonia cases results the results for lung segmentation reached a dice value of 965 on 30 independent ct scans the performance of the maskweighted gap method achieved the covid19 triage with a sensitivity of 965 and specificity of 878 using the testing dataset the maskweighted gap method demonstrated 09 and 2 improvements in sensitivity and specificity respectively compared with the normal gap in addition fusion images between the ct images and the highlighted area from the deep learning model using the gradcam method indicating the lesion region detected using the deep learning method were drawn and could also be confirmed by radiologists conclusions this study proposed a maskweighted gapbased deep learning method and obtained promising results for covid19 triage based on chest ct images furthermore it can be considered a convenient tool to assist doctors in diagnosing covid19",Lung
CT-Based Automatic Spine Segmentation Using Patch-Based Deep Learning,https://doi.org/10.1155/2023/2345835,2023,"ct vertebral segmentation plays an essential role in various clinical applications such as computerassisted surgical interventions assessment of spinal abnormalities and vertebral compression fractures automatic ct vertebral segmentation is challenging due to the overlapping shadows of thoracoabdominal structures such as the lungs bony structures such as the ribs and other issues such as ambiguous object borders complicated spine architecture patient variability and fluctuations in image contrast deep learning is an emerging technique for disease diagnosis in the medical field this study proposes a patchbased deep learning approach to extract the discriminative features from unlabeled data using a stacked sparse autoencoder ssae 2d slices from a ct volume are divided into overlapping patches fed into the model for training a random under sampling rusmodule is applied to balance the training data by selecting a subset of the majority class ssae uses pixel intensities alone to learn highlevel features to recognize distinctive features from image patches each image is subjected to a sliding window operation to express image patches using autoencoder highlevel features which are then fed into a sigmoid layer to classify whether each patch is a vertebra or not we validate our approach on three diverse publicly available datasets verse csiseg and the lumbar ct dataset our proposed method outperformed other models after configuration optimization by achieving 899 in precision 902 in recall 989 in accuracy 904 in fscore 826 in intersection over union iou and 902 in dice coefficient dc the results of this study demonstrate that our models performance consistency using a variety of validation strategies is flexible fast and generalizable making it suited for clinical application",Lung
CT-Based Automatic Spine Segmentation Using Patch-Based Deep Learning,https://doi.org/10.1155/2023/2345835,2023,"ct vertebral segmentation plays an essential role in various clinical applications such as computerassisted surgical interventions assessment of spinal abnormalities and vertebral compression fractures automatic ct vertebral segmentation is challenging due to the overlapping shadows of thoracoabdominal structures such as the lungs bony structures such as the ribs and other issues such as ambiguous object borders complicated spine architecture patient variability and fluctuations in image contrast deep learning is an emerging technique for disease diagnosis in the medical field this study proposes a patchbased deep learning approach to extract the discriminative features from unlabeled data using a stacked sparse autoencoder ssae 2d slices from a ct volume are divided into overlapping patches fed into the model for training a random under sampling rusmodule is applied to balance the training data by selecting a subset of the majority class ssae uses pixel intensities alone to learn highlevel features to recognize distinctive features from image patches each image is subjected to a sliding window operation to express image patches using autoencoder highlevel features which are then fed into a sigmoid layer to classify whether each patch is a vertebra or not we validate our approach on three diverse publicly available datasets verse csiseg and the lumbar ct dataset our proposed method outperformed other models after configuration optimization by achieving 899 in precision 902 in recall 989 in accuracy 904 in fscore 826 in intersection over union iou and 902 in dice coefficient dc the results of this study demonstrate that our models performance consistency using a variety of validation strategies is flexible fast and generalizable making it suited for clinical application",Lung
An end-to-end SE(3)-equivariant segmentation network,https://doi.org/10.48550/arxiv.2303.00351,2023,"convolutional neural networks cnns allow for parameter sharing and translational equivariance by using convolutional kernels in their linear layers by restricting these kernels to be so3steerable cnns can further improve parameter sharing and equivariance these equivariant convolutional layers have several advantages over standard convolutional layers including increased robustness to unseen poses smaller network size and improved sample efficiency despite this most segmentation networks used in medical image analysis continue to rely on standard convolutional kernels in this paper we present a new family of segmentation networks that use equivariant voxel convolutions based on spherical harmonics as well as equivariant pooling and normalization operations these se3equivariant volumetric segmentation networks which are robust to data poses not seen during training do not require rotationbased data augmentation during training in addition we demonstrate improved segmentation performance in mri brain tumor and healthy brain structure segmentation tasks with enhanced robustness to reduced amounts of training data and improved parameter efficiency code to reproduce our results and to implement the equivariant segmentation networks for other tasks is available at httpgithubcomscannrade3nnunet",Brain
X-Ray2EM: Uncertainty-Aware Cross-Modality Image Reconstruction from X-Ray to Electron Microscopy in Connectomics.,None,2023,"comprehensive synapseresolution imaging of the brain will be crucial for understanding neuronal computations and function in connectomics this has been the sole purview of volume electron microscopy em which entails an excruciatingly difficult process because it requires cutting tissue into many thin fragile slices that then need to be imaged aligned and reconstructed unlike em hard xray imaging is compatible with thick tissues eliminating the need for thin sectioning and delivering fast acquisition intrinsic alignment and isotropic resolution unfortunately current stateoftheart xray microscopy provides much lower resolution to the extent that segmenting membranes is very challenging we propose an uncertaintyaware 3d reconstruction model that translates xray images to emlike images with enhanced membrane segmentation quality showing its potential for developing simpler faster and more accurate xray based connectomics pipelines",Brain
GeoLab: Geometry-based Tractography Parcellation of Superficial White  Matter,https://doi.org/10.48550/arxiv.2303.01147,2023,"superficial white matter swm has been less studied than longrange connections despite being of interest to clinical research andfew tractography parcellation methods have been adapted to swm here we propose an efficient geometrybased parcellation method geolab that allows highperformance segmentation of hundreds of short white matter bundles from a subject this method has been designed for the swm atlas of ebrains european infrastructure which is composed of 657 bundles the atlas projection relies on the precomputed statistics of six bundlespecific geometrical properties of atlas streamlines in the spirit of recobundles a global and local streamlinebased registration sbr is used to align the subject to the atlas space then the streamlines are labeled taking into account the six geometrical parameters describing the similarity to the streamlines in the model bundle compared to other stateoftheart methods geolab allows the extraction of more bundles with a higher number of streamlines",Brain
Adversarial co-training for semantic segmentation over medical images,https://doi.org/10.1016/j.compbiomed.2023.106736,2023,"abundant labeled data drives the model training for better performance but collecting sufficient labels is still challenging to alleviate the pressure of label collection semisupervised learning merges unlabeled data into training process however the joining of unlabeled data eg data from different hospitals with different acquisition parameters will change the original distribution such a distribution shift leads to a perturbation in the training process potentially leading to a confirmation bias in this paper we investigate distribution shift and develop methods to increase the robustness of our models with the goal of improving performance in semisupervised semantic segmentation of medical images we study distribution shift and increase model robustness to it for improving practical performance in semisupervised segmentation over medical images to alleviate the issue of distribution shift we introduce adversarial training into the cotraining process we simulate perturbations caused by the distribution shift via adversarial perturbations and introduce the adversarial perturbation to attack the supervised training to improve the robustness against the distribution shift benefiting from label guidance supervised training does not collapse under adversarial attacks for cotraining two submodels are trained from two views over two disjoint subsets of the dataset to extract different kinds of knowledge independently cotraining outperforms singlemodel by integrating both views of knowledge to avoid confirmation bias for practicality we conduct extensive experiments on challenging medical datasets experimental results show desirable improvements to stateoftheart counterparts yu and wang 2019 peng et al 2020 perone et al 2019 we achieve a dsc score of 8737 with only 20 of labels on the acdc dataset almost same to using 100 of labels on the scgm dataset with more distribution shift we achieve a dsc score of 7865 with 65 of labels surpassing 1030 over peng et al 2020 our evaluative results show superior robustness against distribution shifts in medical scenarios empirical results show the effectiveness of our work for handling distribution shift in medical scenarios",Cardiac
HARDC : A novel ECG-based heartbeat classification method to detect arrhythmia using hierarchical attention based dual structured RNN with dilated CNN,https://doi.org/10.1016/j.neunet.2023.03.004,2023,"deep learningbased models have achieved significant success in detecting cardiac arrhythmia by analyzing ecg signals to categorize patient heartbeats to improve the performance of such models we have developed a novel hybrid hierarchical attentionbased bidirectional recurrent neural network with dilated cnn hardc method for arrhythmia classification this solves problems that arise when traditional dilated convolutional neural network cnn models disregard the correlation between contexts and gradient dispersion the proposed hardc fully exploits the dilated cnn and bidirectional recurrent neural network unit bigrubilstm architecture to generate fusion features as a result of incorporating both local and global feature information and an attention mechanism the models performance for prediction is improved by combining the fusion features with a dilated cnn and a hierarchical attention mechanism the trained hardc model showed significantly improved classification results and interpretability of feature extraction on the physionet 2017 challenge dataset sequential zscore normalization filtering denoising and segmentation are used to prepare the raw data for analysis cgan conditional generative adversarial network is then used to generate synthetic signals from the processed data the experimental results demonstrate that the proposed hardc model significantly outperforms other existing models achieving an accuracy of 9960 f1 score of 9821 a precision of 9766 and recall of 9960 using mitbih generated ecg in addition this approach significantly reduces run time when using dilated cnn compared to normal convolution overall this hybrid model demonstrates an innovative and costeffective strategy for ecg signal compression and highperformance ecg recognition our results indicate that an automated and highly computed method to classify multiple types of arrhythmia signals holds considerable promise",Cardiac
