name,DOI,publication_year,dataset_used,task
None,10.1016/j.neuroimage.2018.08.003,2018,BRATS,Brain
None,10.1016/j.neuroimage.2019.05.017,2019,BRATS,Brain
None,10.1016/j.nicl.2017.02.007,2017,BRATS,Brain
None,10.1016/j.patcog.2018.11.009,2019,BRATS,Brain
None,10.1016/j.patcog.2020.107332,2020,BRATS,Brain
None,10.1016/j.patrec.2019.11.016,2020,BRATS,Brain
None,10.1016/j.patrec.2019.11.019,2020,BRATS,Brain
None,10.1016/j.radonc.2019.03.004,2019,BRATS,Brain
None,10.1016/j.sigpro.2019.107347,2020,BRATS,Brain
None,10.1016/j.spinee.2020.10.006,2020,BRATS,Brain
None,10.1016/j.spinee.2020.10.006,2021,BRATS,Brain
None,10.1016/j.spinee.2020.10.006,2020,BRATS,Brain
None,10.1016/j.spinee.2020.10.006,2021,BRATS,Brain
None,10.1016/b978-0-08-102816-2.00009-5,2019,BRATS,Brain
None,10.1007/978-981-33-4601-7_11,2020,BRATS,Brain
None,10.1016/j.artmed.2020.101911,2020,BRATS,Brain
None,10.1016/j.bbe.2019.07.005,2019,BRATS,Brain
None,10.1016/j.bspc.2020.102002,2020,BRATS,Brain
None,10.1016/j.bspc.2020.102089,2020,BRATS,Brain
None,10.1016/j.cam.2020.112873,2020,BRATS,Brain
None,10.1016/j.cmpb.2018.01.003,2018,BRATS,Brain
None,10.1016/j.cmpb.2018.03.018,2018,BRATS,Brain
None,10.1016/j.cogsys.2019.10.001,2020,BRATS,Brain
None,10.1016/j.comcom.2020.01.013,2020,BRATS,Brain
None,10.1016/j.compbiomed.2018.05.005,2018,BRATS,Brain
None,10.1016/j.compbiomed.2020.103758,2020,BRATS,Brain
None,10.1016/j.compmedimag.2020.101831,2020,BRATS,Brain
None,10.1016/j.ejmp.2018.05.017,2018,BRATS,Brain
None,10.1016/j.eswa.2016.10.064,2017,BRATS,Brain
None,10.1016/j.eswa.2018.10.040,2019,BRATS,Brain
None,10.1016/j.eswa.2021.114566,2021,BRATS,Brain
None,10.1016/j.future.2018.03.025,2018,BRATS,Brain
None,10.1016/j.ijmedinf.2020.104348,2021,BRATS,Brain
None,10.1016/j.ins.2016.07.052,2017,BRATS,Brain
None,10.1016/j.jksuci.2020.08.006,2020,BRATS,Brain
None,10.1016/j.media.2020.101840,2020,BRATS,Brain
None,10.1016/j.mri.2019.04.013,2019,BRATS,Brain
None,10.1016/j.neucom.2019.01.111,2019,BRATS,Brain
None,10.1016/j.neucom.2020.06.078,2020,BRATS,Brain
None,10.1016/j.neuroimage.2017.04.034,2017,BRATS,Brain
None,10.1016/j.neuroimage.2017.04.041,2018,BRATS,Brain
None,10.1016/j.neuroimage.2018.04.073,2018,BRATS,Brain
None,10.1016/j.nicl.2017.10.021,2018,BRATS,Brain
None,10.1016/j.nicl.2020.102323,2020,BRATS,Brain
None,10.1016/j.patcog.2017.02.013,2017,BRATS,Brain
None,10.1016/j.patcog.2018.05.006,2018,BRATS,Brain
None,10.1016/j.patrec.2019.08.003,2019,BRATS,Brain
None,10.1016/j.procs.2020.03.221,2020,BRATS,Brain
None,10.1016/j.procs.2020.03.295,2020,BRATS,Brain
None,10.1016/j.suronc.2018.09.002,2018,BRATS,Brain
None,10.1016/j.jocn.2021.04.043,2021,BRATS,Brain
None,10.3389/fmed.2021.653925,2021,BRATS,Brain
None,10.3389/fonc.2021.661123,2021,BRATS,Brain
None,10.3389/fonc.2021.679952,2021,BRATS,Brain
None,10.3390/jimaging7080133,2021,BRATS,Brain
None,10.1002/acm2.13321,2021,BRATS,Brain
None,10.31590/ejosat.959590,2021,BRATS,Brain
None,10.1186/s12911-021-01431-y,2021,BRATS,Brain
None,10.1186/s40537-021-00414-0,2021,BRATS,Brain
None,10.1007/s12553-020-00514-6,2021,BRATS,Brain
None,10.1016/j.patcog.2021.107904,2021,BRATS,Brain
None,10.1007/s11227-021-03901-6,2021,BRATS,Brain
None,10.1007/978-3-030-71278-5_32,2021,BRATS,Brain
None,10.1038/s41746-021-00398-4,2021,BRATS,Brain
None,10.3390/app11041675,2021,BRATS,Brain
None,10.1007/s12065-020-00550-1,2021,BRATS,Brain
None,10.1136/bmjopen-2020-042660,2021,BRATS,Brain
None,10.3389/fnins.2021.634557,2021,BRATS,Brain
None,10.1038/s41598-021-87887-4,2021,BRATS,Brain
None,10.1007/978-3-030-78191-0_51,2021,BRATS,Brain
None,10.3390/electronics10020192,2021,BRATS,Brain
None,10.1016/j.neucom.2021.05.073,2021,BRATS,Brain
None,10.3390/diagnostics11020346,2021,BRATS,Brain
None,10.1016/j.bspc.2021.102691,2021,BRATS,Brain
None,10.1016/j.bspc.2021.102958,2021,BRATS,Brain
None,10.1016/j.compmedimag.2021.101906,2021,BRATS,Brain
None,10.1007/s10915-021-01583-z,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_10,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_15,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_20,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_25,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_29,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_32,2021,BRATS,Brain
None,10.3390/jcm10092030,2021,BRATS,Brain
None,10.3389/frai.2021.635766,2021,BRATS,Brain
None,10.1016/b978-0-12-822260-7.00010-8,2021,BRATS,Brain
None,10.3390/e23020223,2021,BRATS,Brain
None,10.1148/ryai.2021200301,2021,BRATS,Brain
None,10.1016/b978-0-12-822844-9.00032-3,2021,BRATS,Brain
None,10.1016/j.bspc.2022.103979,2022,BRATS,Brain
None,10.1007/s00521-022-07583-w,2022,BRATS,Brain
None,10.1109/icac3n53548.2021.9725676,2021,BRATS,Brain
None,10.1109/cvpr42600.2020.00171,2020,BRATS,Brain
None,10.1109/cvpr42600.2020.00777,2020,BRATS,Brain
None,10.1109/ipta50016.2020.9286707,2020,BRATS,Brain
None,10.1109/smc42975.2020.9282987,2020,BRATS,Brain
None,10.1109/tip.2020.3003735,2020,BRATS,Brain
None,10.1109/tmi.2020.3046444,2020,BRATS,Brain
None,10.1109/wcncw48565.2020.9124813,2020,BRATS,Brain
None,10.1109/sose50414.2020.9130550,2020,BRATS,Brain
None,10.1109/tmi.2020.3006437,2020,BRATS,Brain
None,10.1109/tnnls.2020.2995800,2020,BRATS,Brain
None,10.1109/icicos51170.2020.9299072,2020,BRATS,Brain
None,10.1002/ima.22792,2022,BRATS,Brain
None,10.1109/tip.2021.3087947,2021,BRATS,Brain
None,10.1109/icoei51242.2021.9452991,2021,BRATS,Brain
None,10.1109/jbhi.2021.3088866,2021,BRATS,Brain
None,10.1007/978-3-031-12053-4_24,2022,BRATS,Brain
None,10.1109/tmi.2020.3034995,2020,BRATS,Brain
None,10.1007/978-3-031-12053-4_21,2022,BRATS,Brain
None,10.1007/978-3-031-12053-4_25,2022,BRATS,Brain
None,10.1109/conielecomp.2019.8673230,2019,BRATS,Brain
None,10.1109/rtecc.2018.8625659,2018,BRATS,Brain
None,10.1109/tmi.2018.2857800,2019,BRATS,Brain
None,10.1109/tmi.2019.2905770,2019,BRATS,Brain
None,10.3390/cancers14122818,2022,BRATS,Brain
None,10.1109/it-ela50150.2020.9253111,2020,BRATS,Brain
None,10.1109/access.2019.2922691,2019,BRATS,Brain
None,10.1109/biosmart.2019.8734207,2019,BRATS,Brain
None,10.1109/kbei.2019.8735050,2019,BRATS,Brain
None,10.1109/kbei.2019.8735072,2019,BRATS,Brain
None,10.1109/tip.2019.2919937,2020,BRATS,Brain
None,10.1109/access.2020.3010612,2020,BRATS,Brain
None,10.1109/melecon48756.2020.9140550,2020,BRATS,Brain
None,10.1109/tmi.2020.3011626,2020,BRATS,Brain
None,10.1016/j.neucom.2022.05.050,2022,BRATS,Brain
None,10.1109/tbme.2021.3117407,2021,BRATS,Brain
None,10.1109/tim.2021.3117634,2021,BRATS,Brain
None,10.1016/j.aej.2022.06.018,2022,BRATS,Brain
None,10.1109/confluence51648.2021.9377093,2021,BRATS,Brain
None,10.1109/icbk50248.2020.00041,2020,BRATS,Brain
None,10.1109/tmi.2021.3065918,2021,BRATS,Brain
None,10.3390/electronics11121911,2022,BRATS,Brain
None,10.1109/bibm47256.2019.8983092,2019,BRATS,Brain
None,10.1109/bibm47256.2019.8983233,2019,BRATS,Brain
None,10.1109/bibm47256.2019.8983348,2019,BRATS,Brain
None,10.1109/bibm47256.2019.8983357,2019,BRATS,Brain
None,10.1117/12.2611809,2022,BRATS,Brain
None,10.1109/icoin50884.2021.9334021,2021,BRATS,Brain
None,10.1109/tmi.2021.3056678,2021,BRATS,Brain
None,10.1109/access.2020.3039496,2020,BRATS,Brain
None,10.1109/cisp-bmei51763.2020.9263614,2020,BRATS,Brain
None,10.1109/icee50131.2020.9260611,2020,BRATS,Brain
None,10.1109/icee50131.2020.9260876,2020,BRATS,Brain
None,10.1109/indicon49873.2020.9342342,2020,BRATS,Brain
None,10.1109/ropec50909.2020.9258718,2020,BRATS,Brain
None,10.1109/tip.2020.3038363,2020,BRATS,Brain
None,10.1109/tpami.2020.3039745,2020,BRATS,Brain
None,10.1016/j.bspc.2022.103866,2022,BRATS,Brain
None,10.1038/s41597-022-01415-1,2022,BRATS,Brain
None,10.1016/j.asoc.2022.109102,2022,BRATS,Brain
None,10.1109/micest54286.2022.9790103,2022,BRATS,Brain
None,10.1109/bibm47256.2019.8982932,2019,BRATS,Brain
None,10.1002/nbm.4754,2022,BRATS,Brain
None,10.1109/iccv48922.2021.00394,2021,BRATS,Brain
None,10.1109/mvip53647.2022.9738739,2022,BRATS,Brain
None,10.1109/embc46164.2021.9629779,2021,BRATS,Brain
None,10.1109/embc46164.2021.9630324,2021,BRATS,Brain
None,10.1109/embc46164.2021.9630417,2021,BRATS,Brain
None,10.1109/embc46164.2021.9630435,2021,BRATS,Brain
None,10.1109/embc46164.2021.9631035,2021,BRATS,Brain
None,10.1109/isbi48211.2021.9433877,2021,BRATS,Brain
None,10.1109/isbi48211.2021.9433945,2021,BRATS,Brain
None,10.1109/isbi48211.2021.9434098,2021,BRATS,Brain
None,10.1109/isbi48211.2021.9434131,2021,BRATS,Brain
None,10.1109/isbi48211.2021.9434148,2021,BRATS,Brain
None,10.1109/tmi.2021.3084748,2021,BRATS,Brain
None,10.1109/icet48972.2019.8994408,2019,BRATS,Brain
None,10.1109/icmlde49015.2019.00028,2019,BRATS,Brain
None,10.1109/ictai.2019.00083,2019,BRATS,Brain
None,10.1109/iecbes.2018.8626704,2018,BRATS,Brain
None,10.1109/tmi.2019.2895894,2019,BRATS,Brain
None,10.1093/noajnl/vdac081,2022,BRATS,Brain
None,10.1093/noajnl/vdac083,2022,BRATS,Brain
None,10.1145/3523286.3524575,2022,BRATS,Brain
None,10.1145/3523286.3524605,2022,BRATS,Brain
None,10.1007/s10278-022-00653-4,2022,BRATS,Brain
None,10.1038/s41598-022-12646-y,2022,BRATS,Brain
None,10.1109/tmi.2021.3119385,2021,BRATS,Brain
None,10.1109/icmipe53131.2021.9698882,2021,BRATS,Brain
None,10.1155/2022/1541980,2022,BRATS,Brain
None,10.1109/aespc52704.2021.9708467,2021,BRATS,Brain
None,10.1109/iscon52037.2021.9702464,2021,BRATS,Brain
None,10.1109/tmi.2018.2824243,2018,BRATS,Brain
None,10.1109/compsac48688.2020.00-84,2020,BRATS,Brain
None,10.1109/tip.2020.3023609,2020,BRATS,Brain
None,10.1088/1361-6560/ac7d33,2022,BRATS,Brain
None,10.1109/icassp43922.2022.9746324,2022,BRATS,Brain
None,10.1109/icassp43922.2022.9747159,2022,BRATS,Brain
None,10.1007/978-3-030-72084-1_35,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_37,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_43,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_45,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_28,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_44,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_10,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_15,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_16,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_18,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_19,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_24,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_25,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_28,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_33,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_36,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_37,2021,BRATS,Brain
None,10.1007/s11042-021-10565-0,2021,BRATS,Brain
None,10.1007/s11042-021-10738-x,2021,BRATS,Brain
None,10.1002/ima.22549,2021,BRATS,Brain
None,10.1002/ima.22619,2021,BRATS,Brain
None,10.1093/noajnl/vdaa054,2020,BRATS,Brain
None,10.3233/jifs-189804,2021,BRATS,Brain
None,10.1016/j.irbm.2021.04.003,2021,BRATS,Brain
None,10.1111/1754-9485.13286,2021,BRATS,Brain
None,10.1016/j.cmpb.2021.106208,2021,BRATS,Brain
None,10.1007/978-981-16-0171-2_51,2021,BRATS,Brain
None,10.1007/s40846-021-00638-8,2021,BRATS,Brain
None,10.3390/sym13020320,2021,BRATS,Brain
None,10.1080/09500340.2021.1939897,2021,BRATS,Brain
None,10.1016/j.artmed.2021.102078,2021,BRATS,Brain
None,10.1007/978-981-15-2160-7_12,2021,BRATS,Brain
None,10.1016/j.eswa.2021.115637,2021,BRATS,Brain
None,10.1002/jmri.27536,2021,BRATS,Brain
None,10.3390/healthcare9020153,2021,BRATS,Brain
None,10.1002/mp.14651,2020,BRATS,Brain
None,10.1016/j.neuroimage.2021.117756,2021,BRATS,Brain
None,10.1007/s00234-021-02649-3,2021,BRATS,Brain
None,10.1007/s00234-021-02703-0,2021,BRATS,Brain
None,10.1155/2021/6661083,2021,BRATS,Brain
None,10.1186/s12911-021-01392-2,2021,BRATS,Brain
None,10.1080/02713683.2021.1874021,2021,BRATS,Brain
None,10.3389/fonc.2021.690244,2021,BRATS,Brain
None,10.1155/2021/9913466,2021,BRATS,Brain
None,10.3390/app11115118,2021,BRATS,Brain
None,10.1515/comp-2020-0166,2021,BRATS,Brain
None,10.1038/s41598-021-82017-6,2021,BRATS,Brain
None,10.1002/cpe.6501,2021,BRATS,Brain
None,10.3390/electronics10040431,2021,BRATS,Brain
None,10.1016/j.semcancer.2021.04.013,2021,BRATS,Brain
None,10.1007/s11554-020-01049-9,2021,BRATS,Brain
None,10.1155/2021/6678031,2021,BRATS,Brain
None,10.1016/j.bspc.2021.102457,2021,BRATS,Brain
None,10.1016/j.bspc.2021.102951,2021,BRATS,Brain
None,10.1016/j.cogr.2021.06.003,2021,BRATS,Brain
None,10.3390/diagnostics11081393,2021,BRATS,Brain
None,10.1007/978-3-030-71676-9_13,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_24,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_27,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_30,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_31,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_34,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_40,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_42,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_1,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_14,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_20,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_21,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_29,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_32,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_34,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_38,2021,BRATS,Brain
None,10.1007/978-3-030-72087-2_6,2021,BRATS,Brain
None,10.1108/ijicc-01-2021-0018,2021,BRATS,Brain
None,10.1002/ima.22585,2021,BRATS,Brain
None,10.1016/j.compbiomed.2021.104497,2021,BRATS,Brain
None,10.1007/s11042-021-10969-y,2021,BRATS,Brain
None,10.1007/s11042-021-11098-2,2021,BRATS,Brain
None,10.1007/s40747-021-00310-3,2021,BRATS,Brain
None,10.1007/978-981-16-0081-4_42,2021,BRATS,Brain
None,10.1007/s10278-021-00486-7,2021,BRATS,Brain
None,10.1134/s1054661821010065,2021,BRATS,Brain
None,10.1142/s0218001421570020,2020,BRATS,Brain
None,10.1016/j.knosys.2021.107266,2021,BRATS,Brain
None,10.1038/s41598-021-87564-6,2021,BRATS,Brain
None,10.1007/s40846-021-00615-1,2021,BRATS,Brain
None,10.3174/ajnr.a7029,2021,BRATS,Brain
None,10.1016/j.jksues.2020.06.001,2020,BRATS,Brain
None,10.1016/j.jksues.2020.06.001,2021,BRATS,Brain
None,10.1016/j.jksues.2020.06.001,2020,BRATS,Brain
None,10.1016/j.jksues.2020.06.001,2021,BRATS,Brain
None,10.1016/j.inffus.2021.06.007,2021,BRATS,Brain
None,10.2174/1573405616666200712180521,2020,BRATS,Brain
None,10.1016/j.media.2021.101972,2021,BRATS,Brain
None,10.1016/j.tranon.2021.101065,2021,BRATS,Brain
None,10.1155/2021/5520281,2021,BRATS,Brain
None,10.1002/mp.14701,2021,BRATS,Brain
None,10.1002/mp.14929,2021,BRATS,Brain
None,10.1007/s00330-021-08035-0,2021,BRATS,Brain
None,10.3390/jimaging7040066,2021,BRATS,Brain
None,10.4103/jmss.jmss_43_20,2021,BRATS,Brain
None,10.1145/3466752.3480100,2021,BRATS,Brain
None,10.1007/s11548-021-02504-z,2021,BRATS,Brain
None,10.3233/xst-211063,2021,BRATS,Brain
None,10.1016/j.bspc.2021.103438,2022,BRATS,Brain
None,10.1186/s13244-021-01102-6,2021,BRATS,Brain
None,10.3389/fradi.2021.704888,2021,BRATS,Brain
None,10.1007/978-3-030-33391-1_19,2019,BRATS,Brain
None,10.1007/978-3-030-33391-1_4,2019,BRATS,Brain
None,10.1017/9781139061773,2020,BRATS,Brain
None,10.1017/9781139061773.001,2020,BRATS,Brain
None,10.1017/9781139061773.003,2020,BRATS,Brain
None,10.1017/9781139061773.004,2020,BRATS,Brain
None,10.1017/9781139061773.005,2020,BRATS,Brain
None,10.1017/9781139061773.006,2020,BRATS,Brain
None,10.1017/9781139061773.007,2020,BRATS,Brain
None,10.1017/9781139061773.008,2020,BRATS,Brain
None,10.1017/9781139061773.009,2020,BRATS,Brain
None,10.1017/9781139061773.010,2020,BRATS,Brain
None,10.1017/9781139061773.011,2020,BRATS,Brain
None,10.1017/9781139061773.012,2020,BRATS,Brain
None,10.1017/9781139061773.013,2020,BRATS,Brain
None,10.1017/9781139061773.014,2020,BRATS,Brain
None,10.1017/9781139061773.015,2020,BRATS,Brain
None,10.1017/9781139061773.016,2020,BRATS,Brain
None,10.1017/9781139061773.018,2020,BRATS,Brain
None,10.1017/9781139061773.019,2020,BRATS,Brain
None,10.1017/9781139061773.020,2020,BRATS,Brain
None,10.1017/9781139061773.021,2020,BRATS,Brain
None,10.1017/9781139061773.022,2020,BRATS,Brain
None,10.1017/9781139061773.023,2020,BRATS,Brain
None,10.1017/9781139061773.024,2020,BRATS,Brain
None,10.1017/9781139061773.025,2020,BRATS,Brain
None,10.1017/9781139061773.026,2020,BRATS,Brain
None,10.1017/9781139061773.027,2020,BRATS,Brain
None,10.1007/978-3-030-43364-2_3,2020,BRATS,Brain
None,10.1007/978-3-030-44289-7_19,2020,BRATS,Brain
None,10.1145/3364836.3364841,2019,BRATS,Brain
None,10.1007/s00259-019-04606-y,2019,BRATS,Brain
None,10.1038/s42256-019-0137-x,2020,BRATS,Brain
None,10.1007/978-3-030-40124-5_3,2020,BRATS,Brain
None,10.1007/978-3-030-40124-5_5,2020,BRATS,Brain
None,10.1007/978-3-030-40124-5_9,2020,BRATS,Brain
None,10.3390/diagnostics10020110,2020,BRATS,Brain
None,10.1186/s12880-020-0409-2,2020,BRATS,Brain
None,10.1007/978-981-15-0829-5_54,2019,BRATS,Brain
None,10.1186/s40644-019-0256-y,2019,BRATS,Brain
None,10.1093/neuonc/noz162,2019,BRATS,Brain
None,10.1093/neuonc/noz184,2019,BRATS,Brain
None,10.1111/bju.14907,2019,BRATS,Brain
None,10.1007/s10916-019-1453-8,2019,BRATS,Brain
None,10.1007/s10916-019-1483-2,2019,BRATS,Brain
None,10.1186/s13007-020-0563-0,2020,BRATS,Brain
None,10.1007/s00062-020-00884-4,2020,BRATS,Brain
None,10.22328/2079-5343-2020-11-1-9-17,2020,BRATS,Brain
None,10.23919/fruct48121.2019.8981537,2019,BRATS,Brain
None,10.1007/s00330-019-06441-z,2019,BRATS,Brain
None,10.1007/s11517-020-02126-8,2020,BRATS,Brain
None,10.3389/fnins.2019.01182,2019,BRATS,Brain
None,10.3389/fnins.2019.01449,2020,BRATS,Brain
None,10.3389/fnins.2020.00027,2020,BRATS,Brain
None,10.3389/fnins.2020.00065,2020,BRATS,Brain
None,10.1080/21507740.2020.1740352,2020,BRATS,Brain
None,10.1007/978-3-030-35288-2_45,2019,BRATS,Brain
None,10.1007/s00521-019-04650-7,2019,BRATS,Brain
None,10.1007/s00521-019-04679-8,2020,BRATS,Brain
None,10.1002/jmri.27129,2020,BRATS,Brain
None,10.1117/1.jmi.6.4.044001,2019,BRATS,Brain
None,10.1117/1.jmi.6.4.044002,2019,BRATS,Brain
None,10.1117/1.jmi.7.1.014502,2020,BRATS,Brain
None,10.3233/xst-190552,2020,BRATS,Brain
None,10.1007/978-3-030-33904-3_30,2019,BRATS,Brain
None,10.1007/978-3-030-33904-3_35,2019,BRATS,Brain
None,10.1007/s11042-020-08795-9,2020,BRATS,Brain
None,10.1007/978-981-15-2414-1_28,2020,BRATS,Brain
None,10.1007/s10462-019-09766-9,2019,BRATS,Brain
None,10.1007/s10462-019-09766-9,2019,BRATS,Brain
None,10.1007/978-3-030-30985-5_7,2019,BRATS,Brain
None,10.1002/cnr2.1226,2019,BRATS,Brain
None,10.1007/s11102-019-01026-x,2020,BRATS,Brain
None,10.1007/978-3-030-36677-3_10,2020,BRATS,Brain
None,10.1007/s00761-019-00679-4,2019,BRATS,Brain
None,10.1145/3379299.3379300,2019,BRATS,Brain
None,10.1007/s00146-019-00934-7,2020,BRATS,Brain
None,10.1038/s41571-020-0343-9,2020,BRATS,Brain
None,10.1007/978-981-15-3250-4_19,2020,BRATS,Brain
None,10.1007/978-3-030-32226-7_25,2019,BRATS,Brain
None,10.1007/978-3-030-32245-8_3,2019,BRATS,Brain
None,10.1007/978-3-030-32245-8_46,2019,BRATS,Brain
None,10.1007/978-3-030-32245-8_9,2019,BRATS,Brain
None,10.1007/978-3-030-32248-9_14,2019,BRATS,Brain
None,10.1007/978-3-030-32248-9_18,2019,BRATS,Brain
None,10.1007/978-3-030-32248-9_20,2019,BRATS,Brain
None,10.1007/978-3-030-32248-9_21,2019,BRATS,Brain
None,10.1007/978-3-030-32248-9_26,2019,BRATS,Brain
None,10.1007/978-3-030-32248-9_27,2019,BRATS,Brain
None,10.1007/978-3-030-32248-9_48,2019,BRATS,Brain
None,10.1007/978-3-030-32251-9_32,2019,BRATS,Brain
None,10.1007/978-3-030-32251-9_36,2019,BRATS,Brain
None,10.1007/978-3-030-32251-9_46,2019,BRATS,Brain
None,10.1007/978-3-030-32254-0_63,2019,BRATS,Brain
None,10.3389/fncom.2019.00073,2019,BRATS,Brain
None,10.3389/fncom.2019.00081,2019,BRATS,Brain
None,10.3389/fncom.2019.00083,2019,BRATS,Brain
None,10.3389/fncom.2019.00084,2019,BRATS,Brain
None,10.3389/fncom.2020.00003,2020,BRATS,Brain
None,10.3389/fncom.2020.00006,2020,BRATS,Brain
None,10.1007/978-3-030-84629-9_2,2021,BRATS,Brain
None,10.1088/1361-6560/ac195e,2021,BRATS,Brain
None,10.1007/978-3-030-87722-4_12,2021,BRATS,Brain
None,10.1007/978-3-030-87193-2_56,2021,BRATS,Brain
None,10.1007/978-3-030-87234-2_39,2021,BRATS,Brain
None,10.1007/978-3-030-87234-2_42,2021,BRATS,Brain
None,10.1016/j.neuroimage.2021.118585,2021,BRATS,Brain
None,10.1007/s11042-021-11443-5,2021,BRATS,Brain
None,10.1016/j.media.2021.102227,2021,BRATS,Brain
None,10.1186/s12859-021-04347-6,2021,BRATS,Brain
None,10.3390/diagnostics11091589,2021,BRATS,Brain
None,10.1016/j.clinimag.2021.08.004,2021,BRATS,Brain
None,10.1038/s41598-021-94071-1,2021,BRATS,Brain
None,10.1007/978-3-030-87240-3_23,2021,BRATS,Brain
None,10.1016/j.adro.2021.100746,2021,BRATS,Brain
None,10.3389/fradi.2021.711514,2021,BRATS,Brain
None,10.3390/jimaging7090179,2021,BRATS,Brain
None,10.1145/3461353.3461388,2021,BRATS,Brain
None,10.1016/j.knosys.2021.107456,2021,BRATS,Brain
None,10.1007/s10462-021-10061-9,2021,BRATS,Brain
None,10.1007/s10044-021-01021-8,2021,BRATS,Brain
None,10.3389/fmed.2021.705071,2021,BRATS,Brain
None,10.1088/2399-6528/ac24d8,2021,BRATS,Brain
None,10.1155/2021/4273963,2021,BRATS,Brain
None,10.1097/jcma.0000000000000614,2021,BRATS,Brain
None,10.1148/ryai.2021210031,2021,BRATS,Brain
None,10.3389/fneur.2021.609646,2021,BRATS,Brain
None,10.1016/j.zemedi.2021.11.006,2021,BRATS,Brain
None,10.3389/fonc.2021.761169,2021,BRATS,Brain
None,10.1142/s0219467821400052,2021,BRATS,Brain
None,10.3390/cancers13246186,2021,BRATS,Brain
None,10.3390/cancers13236113,2021,BRATS,Brain
None,10.3389/frai.2021.582928,2021,BRATS,Brain
None,10.1002/mp.15380,2021,BRATS,Brain
None,10.1016/j.media.2021.102336,2021,BRATS,Brain
None,10.1016/j.media.2021.102336,2022,BRATS,Brain
None,10.1016/j.media.2021.102336,2021,BRATS,Brain
None,10.1016/j.media.2021.102336,2022,BRATS,Brain
None,10.1016/j.mri.2021.10.012,2022,BRATS,Brain
None,10.1093/braincomms/fcab264,2021,BRATS,Brain
None,10.1007/978-3-030-89847-2_6,2021,BRATS,Brain
None,10.1007/s12652-021-03535-9,2021,BRATS,Brain
None,10.3389/fonc.2021.734433,2021,BRATS,Brain
None,10.1227/neu.0000000000001736,2021,BRATS,Brain
None,10.1145/3485444.3487640,2021,BRATS,Brain
None,10.1016/j.cviu.2021.103332,2022,BRATS,Brain
None,10.1007/978-3-030-85292-4_21,2021,BRATS,Brain
None,10.1007/s12021-021-09555-2,2021,BRATS,Brain
None,10.1002/mp.15369,2021,BRATS,Brain
None,10.1002/cpe.6821,2021,BRATS,Brain
None,10.1016/j.bspc.2021.103359,2022,BRATS,Brain
None,10.1007/978-981-16-3342-3_17,2021,BRATS,Brain
None,10.1007/s12652-021-03544-8,2021,BRATS,Brain
None,10.3389/fonc.2021.788819,2021,BRATS,Brain
None,10.1007/978-981-16-7189-0_17,2021,BRATS,Brain
None,10.1038/s41597-021-01060-0,2021,BRATS,Brain
None,10.1007/978-3-030-88010-1_34,2021,BRATS,Brain
None,10.1007/s40747-021-00525-4,2021,BRATS,Brain
None,10.1016/j.wneu.2021.10.068,2022,BRATS,Brain
None,10.3389/fnins.2021.740353,2021,BRATS,Brain
None,10.1002/mp.15035,2021,BRATS,Brain
None,10.1007/978-981-15-8221-9_69,2021,BRATS,Brain
None,10.3390/jpm11121336,2021,BRATS,Brain
None,10.3389/fnins.2021.752780,2021,BRATS,Brain
None,10.1016/j.asoc.2021.108178,2022,BRATS,Brain
None,10.3389/fnins.2021.782968,2021,BRATS,Brain
